,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
2291,ZMO1_ZMO0540,b3297,64.341,129,46,0,1,129,1,129,9.939999999999999e-60,177.0,129,1.0,<=>
2292,ZMO1_ZMO0541,b3295,47.181,337,157,4,10,342,7,326,1.06e-101,300.0,353,0.9546742209631728,<=>
2293,ZMO1_ZMO0542,b3294,56.452,124,54,0,1,124,1,124,2.1e-43,136.0,140,0.8857142857142857,<=>
2294,ZMO1_ZMO0543,b1276,28.39,789,436,27,57,724,79,859,5.849999999999999e-54,197.0,756,1.0436507936507937,<=>
2299,ZMO1_ZMO0544,b1136,53.571,420,178,3,3,420,12,416,6.42e-162,459.0,420,1.0,<=>
2303,ZMO1_ZMO0546,b1206,26.494,502,316,10,16,468,30,527,1.8700000000000002e-37,141.0,480,1.0458333333333334,<=>
2304,ZMO1_ZMO0549,b3164,54.532,684,309,2,7,688,7,690,0.0,728.0,748,0.9144385026737968,<=>
2309,ZMO1_ZMO0550,b3165,55.056,89,40,0,1,89,1,89,1.01e-30,101.0,89,1.0,<=>
2310,ZMO1_ZMO0551,b3166,34.601,263,158,2,11,264,11,268,1.0699999999999999e-48,162.0,303,0.8679867986798679,<=>
2311,ZMO1_ZMO0552,b1238,57.592,191,81,0,1,191,1,191,5.13e-86,249.0,193,0.9896373056994818,<=>
2312,ZMO1_ZMO0553,b3167,32.558,129,79,5,13,135,7,133,5.33e-12,56.6,141,0.9148936170212766,<=>
2322,ZMO1_ZMO0556,b3169,42.33,515,267,6,11,520,4,493,3.1900000000000002e-124,370.0,538,0.9572490706319703,<=>
2324,ZMO1_ZMO0558,b0837,35.635,362,200,7,62,415,33,369,4.1500000000000005e-64,207.0,418,0.8660287081339713,<=>
2334,ZMO1_ZMO0564,b3187,43.519,324,176,2,15,335,2,321,4.23e-91,272.0,337,0.9614243323442137,<=>
2336,ZMO1_ZMO0565,b0148,36.265,830,501,11,8,832,1,807,3.71e-147,450.0,837,0.991636798088411,<=>
2338,ZMO1_ZMO0566,b1596,39.952,413,245,3,3,413,6,417,3.84e-100,301.0,417,0.9904076738609112,<=>
2339,ZMO1_ZMO0567,b0729,60.41,293,112,1,1,293,1,289,8.64e-122,347.0,294,0.9965986394557823,<=>
2438,ZMO1_ZMO0573,b1064,48.372,215,109,2,3,215,1,215,9.48e-70,209.0,215,1.0,<=>
2439,ZMO1_ZMO0574,b3813,39.974,768,385,10,20,768,7,717,1.79e-176,521.0,768,1.0,<=>
2444,ZMO1_ZMO0575,b3465,33.696,184,117,2,1,182,12,192,1.2600000000000001e-27,100.0,183,1.005464480874317,<=>
2449,ZMO1_ZMO0578,b4077,38.863,422,242,5,5,417,8,422,5.46e-85,263.0,422,1.0,<=>
2454,ZMO1_ZMO0582,b2315,32.507,363,220,10,16,375,17,357,3.6399999999999995e-46,162.0,443,0.8194130925507901,<=>
2455,ZMO1_ZMO0583,b2316,52.878,278,131,0,1,278,1,278,5.0000000000000004e-105,305.0,284,0.9788732394366197,<=>
2456,ZMO1_ZMO0584,b1260,35.472,265,170,1,1,264,1,265,2.97e-50,163.0,274,0.9671532846715328,<=>
2457,ZMO1_ZMO0585,b1261,56.693,381,163,2,21,400,8,387,8.48e-155,440.0,408,0.9338235294117647,<=>
2460,ZMO1_ZMO0587,b1281,40.773,233,130,3,8,235,14,243,6.570000000000001e-47,152.0,236,0.9872881355932204,<=>
2461,ZMO1_ZMO0589,b4389,46.911,437,216,9,1,428,1,430,1.4299999999999999e-134,392.0,455,0.9604395604395605,<=>
2465,ZMO1_ZMO0593,b3389,46.491,342,177,4,13,354,6,341,8.13e-90,272.0,379,0.9023746701846965,<=>
2467,ZMO1_ZMO0594,b3390,37.952,166,101,2,11,174,5,170,3.04e-28,100.0,176,0.9431818181818182,<=>
2470,ZMO1_ZMO0598,b2894,38.742,302,162,6,12,298,3,296,3.72e-55,178.0,307,0.9837133550488599,<=>
2474,ZMO1_ZMO0599,b0185,47.619,315,161,1,2,312,3,317,9.38e-108,313.0,313,1.0063897763578276,<=>
2510,ZMO1_ZMO0602,b1889,36.162,271,156,6,15,283,9,264,1.25e-48,162.0,326,0.8312883435582822,<=>
2512,ZMO1_ZMO0603,b1890,38.112,286,173,2,1,286,1,282,1.42e-68,212.0,287,0.9965156794425087,<=>
2517,ZMO1_ZMO0607,b1080,39.56,364,215,4,28,388,4,365,2.16e-82,253.0,388,0.9381443298969072,<=>
2518,ZMO1_ZMO0608,b1079,41.361,191,104,2,45,227,41,231,2.32e-37,127.0,228,0.8377192982456141,<=>
2519,ZMO1_ZMO0609,b1078,53.696,257,119,0,4,260,3,259,8.9e-92,269.0,263,0.9771863117870723,<=>
2523,ZMO1_ZMO0610,b1077,36.364,242,139,6,1,233,1,236,6.9800000000000005e-43,143.0,249,0.9718875502008032,<=>
2531,ZMO1_ZMO0613,b1074,43.077,130,71,2,5,132,4,132,1.25e-27,96.7,134,0.9701492537313433,<=>
2533,ZMO1_ZMO0614,b1073,36.8,125,60,2,10,115,11,135,8.1e-20,75.9,117,1.0683760683760684,<=>
2535,ZMO1_ZMO0624,b1879,43.333,690,377,6,4,690,12,690,0.0,543.0,707,0.9759547383309759,<=>
2539,ZMO1_ZMO0626,b1922,36.486,222,135,3,27,242,15,236,3.2e-38,130.0,247,0.8987854251012146,<=>
2558,ZMO1_ZMO0634,b1938,31.81,569,316,14,64,610,32,550,2.72e-63,215.0,619,0.9192245557350566,<=>
2559,ZMO1_ZMO0635,b1939,39.466,337,192,5,11,344,4,331,2.65e-69,217.0,344,0.9796511627906976,<=>
2560,ZMO1_ZMO0637,b1941,48.028,431,208,3,24,441,26,453,3.26e-119,353.0,443,0.9729119638826185,<=>
2565,ZMO1_ZMO0643,b1945,25.155,322,222,6,17,326,6,320,5.67e-26,102.0,332,0.9698795180722891,<=>
2569,ZMO1_ZMO0649,b1950,36.752,234,142,2,6,239,10,237,2.24e-34,122.0,265,0.8830188679245283,<=>
2570,ZMO1_ZMO0650,b1880,35.45,378,224,6,7,371,4,374,3.64e-58,191.0,380,0.9947368421052631,<=>
2572,ZMO1_ZMO0652,b1925,21.739,115,89,1,13,126,10,124,2.49e-05,38.5,129,0.8914728682170543,<=>
2573,ZMO1_ZMO0653,b1688,23.851,348,251,7,6,347,12,351,1.97e-20,88.2,352,0.9886363636363636,<=>
2583,ZMO1_ZMO0657,b1747,37.462,331,203,2,5,335,4,330,8.79e-74,229.0,342,0.9678362573099415,<=>
2587,ZMO1_ZMO0660,b0014,66.091,637,211,2,1,632,1,637,0.0,840.0,635,1.0031496062992127,<=>
2592,ZMO1_ZMO0661,b0015,52.394,376,170,5,1,372,1,371,6.23e-134,385.0,375,1.0026666666666666,<=>
2597,ZMO1_ZMO0663,b3638,29.612,206,145,0,16,221,11,216,1.39e-26,99.4,227,0.9074889867841409,<=>
2601,ZMO1_ZMO0665,b1382,35.185,54,32,1,14,64,8,61,1.94e-08,42.7,66,0.8181818181818182,<=>
2603,ZMO1_ZMO0667,b3738,26.697,221,131,5,57,266,71,271,1.12e-10,57.4,266,0.8308270676691729,<=>
2605,ZMO1_ZMO0672,b1913,39.675,615,345,10,58,661,11,610,5.36e-149,442.0,664,0.9262048192771084,<=>
2633,ZMO1_ZMO0676,b3939,33.586,396,240,5,11,398,1,381,1.7300000000000001e-65,211.0,402,0.9850746268656716,<=>
2635,ZMO1_ZMO0677,b0073,52.422,351,158,5,2,344,6,355,6.24e-121,350.0,349,1.005730659025788,<=>
2646,ZMO1_ZMO0689,b1315,27.701,361,211,17,87,421,13,349,1.03e-19,87.0,433,0.8337182448036952,<=>
2653,ZMO1_ZMO0692,b2231,46.711,897,421,7,41,925,7,858,0.0,801.0,925,0.9697297297297297,<=>
2656,ZMO1_ZMO0697,b4148,50.476,105,52,0,1,105,1,105,1.27e-35,114.0,107,0.9813084112149533,<=>
2663,ZMO1_ZMO0704,b1805,25.093,538,301,19,85,576,70,551,3e-30,122.0,589,0.9134125636672326,<=>
2672,ZMO1_ZMO0706,b1633,59.184,196,80,0,8,203,8,203,1.05e-83,244.0,215,0.9116279069767442,<=>
2674,ZMO1_ZMO0707,b0031,40.37,270,140,4,4,254,3,270,5.13e-57,180.0,254,1.062992125984252,<=>
2675,ZMO1_ZMO0708,b2500,47.368,190,100,0,12,201,5,194,1.21e-56,176.0,208,0.9134615384615384,<=>
2679,ZMO1_ZMO0709,b2499,51.176,340,159,4,1,339,1,334,2.92e-116,338.0,366,0.9289617486338798,<=>
2681,ZMO1_ZMO0712,b2501,34.949,681,408,15,18,678,7,672,1.02e-123,381.0,717,0.9497907949790795,<=>
2682,ZMO1_ZMO0713,b2502,23.628,419,264,11,18,394,1,405,1.18e-10,60.5,508,0.8248031496062992,<=>
2684,ZMO1_ZMO0714,b1804,31.536,371,234,10,4,363,3,364,3.6999999999999995e-42,149.0,390,0.9512820512820512,<=>
2685,ZMO1_ZMO0715,b1866,41.047,592,335,7,5,589,2,586,6.31e-147,434.0,596,0.9932885906040269,<=>
2694,ZMO1_ZMO0718,b3406,43.506,154,86,1,9,162,6,158,8.389999999999999e-38,124.0,165,0.9333333333333333,<=>
2699,ZMO1_ZMO0720,b2478,42.466,292,167,1,1,291,1,292,1.3e-77,235.0,291,1.0034364261168385,<=>
2703,ZMO1_ZMO0721,b2620,46.622,148,77,2,12,158,11,157,3.7899999999999993e-42,135.0,160,0.925,<=>
2705,ZMO1_ZMO0724,b3982,49.153,177,86,2,3,178,8,181,2.2e-58,177.0,179,0.9888268156424581,<=>
2707,ZMO1_ZMO0725,b3983,64.286,140,50,0,1,140,1,140,6.490000000000001e-64,189.0,143,0.9790209790209791,<=>
2708,ZMO1_ZMO0726,b3984,58.19,232,97,0,1,232,1,232,5.5e-86,252.0,233,0.9957081545064378,<=>
2709,ZMO1_ZMO0727,b3985,40.667,150,77,3,24,171,26,165,1.51e-20,80.5,171,0.8771929824561403,<=>
2710,ZMO1_ZMO0728,b3986,59.322,118,45,1,6,123,7,121,1.0800000000000001e-27,95.9,123,0.959349593495935,<=>
2711,ZMO1_ZMO0731,b3987,59.354,1363,521,7,25,1384,8,1340,0.0,1618.0,1401,0.9728765167737331,<=>
2712,ZMO1_ZMO0732,b3988,60.655,1375,515,11,1,1354,1,1370,0.0,1675.0,1391,0.9884974838245866,<=>
2713,ZMO1_ZMO0733,b4012,46.809,141,74,1,6,146,1,140,5.450000000000001e-43,136.0,156,0.9038461538461539,<=>
2717,ZMO1_ZMO0734,b4214,42.0,250,133,5,12,258,1,241,1.75e-50,163.0,272,0.9191176470588235,<=>
2719,ZMO1_ZMO0735,b3256,63.205,443,162,1,3,444,2,444,0.0,558.0,452,0.9800884955752213,<=>
2723,ZMO1_ZMO0736,b3255,44.937,158,77,3,11,160,1,156,5.65e-38,124.0,160,0.9875,<=>
2726,ZMO1_ZMO0743,b4375,47.683,518,269,2,10,527,13,528,0.0,521.0,529,0.9792060491493384,<=>
2734,ZMO1_ZMO0748,b2414,48.845,303,143,6,11,303,12,312,1.39e-71,221.0,307,0.9869706840390879,<=>
2737,ZMO1_ZMO0749,b3461,42.756,283,146,6,13,288,9,282,1.63e-63,199.0,302,0.9370860927152318,<=>
2740,ZMO1_ZMO0750,b2594,43.871,310,162,5,7,311,10,312,1.93e-78,239.0,317,0.9779179810725552,<=>
2744,ZMO1_ZMO0753,b3610,65.854,82,28,0,1,82,1,82,3.84e-37,117.0,84,0.9761904761904762,<=>
2750,ZMO1_ZMO0759,b0212,39.844,256,132,7,3,241,1,251,2.08e-52,167.0,241,1.062240663900415,<=>
2752,ZMO1_ZMO0760,b1651,34.375,128,76,4,1,120,1,128,8.11e-20,76.6,137,0.9343065693430657,<=>
2753,ZMO1_ZMO0764,b2534,25.541,231,137,12,5,232,66,264,2.68e-08,50.4,247,0.9352226720647774,<=>
2755,ZMO1_ZMO0765,b1719,47.248,654,325,6,7,659,4,638,0.0,629.0,659,0.992412746585736,<=>
2757,ZMO1_ZMO0766,b0167,32.356,853,524,18,80,917,69,883,1.11e-118,380.0,926,0.9211663066954644,<=>
2758,ZMO1_ZMO0769,b1133,37.433,374,201,9,11,362,3,365,5.12e-69,218.0,370,1.0108108108108107,<=>
2760,ZMO1_ZMO0773,b0525,37.226,137,75,3,8,134,1,136,4.4e-25,91.7,155,0.8838709677419355,<=>
2785,ZMO1_ZMO0777,b0927,48.585,212,108,1,12,222,1,212,2.39e-74,221.0,227,0.933920704845815,<=>
2804,ZMO1_ZMO0781,b0900,39.456,294,173,3,1,294,1,289,1.02e-71,221.0,315,0.9333333333333333,<=>
2844,ZMO1_ZMO0791,b4245,32.797,311,185,11,6,305,4,301,3.9300000000000005e-37,132.0,319,0.9749216300940439,<=>
2872,ZMO1_ZMO0799,b3485,45.777,367,199,0,3,369,2,368,5.98e-105,311.0,375,0.9786666666666667,<=>
2876,ZMO1_ZMO0800,b3486,52.423,908,420,2,14,921,15,910,0.0,930.0,922,0.9848156182212582,<=>
3031,ZMO1_ZMO0801,b3487,33.236,343,195,5,27,341,10,346,3.03e-53,176.0,348,0.985632183908046,<=>
3043,ZMO1_ZMO0807,b0835,62.187,439,164,2,2,439,1,438,0.0,563.0,443,0.9909706546275395,<=>
3046,ZMO1_ZMO0810,b2318,38.174,241,146,3,6,245,14,252,2.9e-49,160.0,245,0.9836734693877551,<=>
3047,ZMO1_ZMO0811,b3288,47.937,315,152,5,4,307,1,314,5.95e-92,273.0,308,1.0227272727272727,<=>
3051,ZMO1_ZMO0812,b0472,40.704,199,116,2,1,197,1,199,1.5699999999999998e-52,164.0,198,1.005050505050505,<=>
3052,ZMO1_ZMO0813,b3287,45.087,173,88,2,1,173,1,166,1.85e-43,139.0,177,0.9774011299435028,<=>
3053,ZMO1_ZMO0814,b3832,29.712,451,271,11,5,428,1,432,4.22e-51,176.0,448,1.0066964285714286,<=>
3054,ZMO1_ZMO0818,b2765,54.386,114,52,0,5,118,8,121,2.2600000000000002e-43,135.0,118,0.9661016949152542,<=>
3056,ZMO1_ZMO0819,b3787,31.006,358,207,10,3,338,6,345,2.0099999999999998e-40,146.0,437,0.8192219679633868,<=>
3060,ZMO1_ZMO0823,b0082,44.051,311,157,9,10,309,7,311,6.97e-71,220.0,332,0.9367469879518072,<=>
3061,ZMO1_ZMO0825,b0084,29.846,583,359,15,1,550,1,566,2.94e-59,204.0,571,1.021015761821366,<=>
3063,ZMO1_ZMO0826,b0085,37.5,496,264,13,17,482,10,489,3.48e-66,218.0,486,1.0205761316872428,<=>
3066,ZMO1_ZMO0827,b0086,31.166,446,289,11,20,460,20,452,8.150000000000001e-47,165.0,463,0.9632829373650108,<=>
3068,ZMO1_ZMO0828,b0087,53.295,349,152,4,15,356,16,360,8.53e-117,340.0,356,0.9803370786516854,<=>
3069,ZMO1_ZMO0829,b0088,34.273,461,249,16,7,440,4,437,1.15e-62,206.0,441,1.0453514739229024,<=>
3075,ZMO1_ZMO0831,b0090,33.243,367,225,10,1,362,1,352,6.740000000000001e-47,160.0,387,0.9483204134366925,<=>
3076,ZMO1_ZMO0832,b0091,45.336,461,239,6,11,464,22,476,1.4799999999999999e-115,346.0,476,0.9684873949579832,<=>
3079,ZMO1_ZMO0833,b3972,26.364,330,192,10,23,302,2,330,9.02e-16,73.6,310,1.064516129032258,<=>
3080,ZMO1_ZMO0834,b0092,36.593,317,177,6,1,305,1,305,4.34e-53,173.0,321,0.9875389408099688,<=>
3083,ZMO1_ZMO0836,b0094,30.607,428,281,5,8,427,1,420,4.09e-60,198.0,427,1.0023419203747073,<=>
3088,ZMO1_ZMO0843,b1876,26.712,584,332,23,44,574,37,577,4.03e-28,115.0,574,1.0174216027874565,<=>
3089,ZMO1_ZMO0845,b2697,51.233,892,398,13,3,884,4,868,0.0,862.0,890,1.002247191011236,<=>
3090,ZMO1_ZMO0846,b3350,31.625,566,355,9,12,567,11,554,8.62e-70,233.0,592,0.956081081081081,<=>
3093,ZMO1_ZMO0850,b4004,42.12,368,157,6,3,366,126,441,8.41e-84,259.0,372,0.989247311827957,<=>
3106,ZMO1_ZMO0851,b1638,41.799,189,110,0,4,192,30,218,5.12e-53,166.0,192,0.984375,<=>
3107,ZMO1_ZMO0852,b0405,45.376,346,179,6,1,339,1,343,1.72e-91,275.0,342,1.0116959064327486,<=>
3110,ZMO1_ZMO0854,b3634,44.304,158,83,1,9,166,2,154,7e-48,150.0,178,0.8876404494382022,<=>
3111,ZMO1_ZMO0855,b0421,44.702,302,150,7,4,297,6,298,1.66e-63,199.0,298,1.0134228187919463,<=>
3113,ZMO1_ZMO0856,b0422,41.892,74,41,2,5,78,4,75,2.68e-12,53.9,81,0.9135802469135802,<=>
3121,ZMO1_ZMO0862,b0471,40.206,97,57,1,14,110,14,109,2.13e-19,73.9,110,0.8818181818181818,<=>
3122,ZMO1_ZMO0863,b2065,31.447,159,91,6,42,184,34,190,1.46e-15,68.6,184,0.8641304347826086,<=>
3124,ZMO1_ZMO0865,b4052,36.458,480,256,9,23,498,28,462,4.1e-88,275.0,511,0.9393346379647749,<=>
3125,ZMO1_ZMO0866,b0752,37.857,280,170,3,40,316,16,294,1.8899999999999998e-46,156.0,322,0.8695652173913043,<=>
3138,ZMO1_ZMO0875,b0029,53.722,309,140,1,2,307,1,309,1.16e-115,335.0,340,0.9088235294117647,<=>
3166,ZMO1_ZMO0884,b3231,52.482,141,66,1,8,148,3,142,9.02e-52,159.0,159,0.8867924528301887,<=>
3170,ZMO1_ZMO0889,b0756,36.994,346,204,7,37,380,10,343,7.74e-71,223.0,384,0.9010416666666666,<=>
3174,ZMO1_ZMO0892,b0799,23.005,752,436,31,195,882,16,688,1.55e-15,77.8,906,0.8300220750551877,<=>
3182,ZMO1_ZMO0903,b0074,25.709,529,351,12,32,555,6,497,1.3200000000000001e-33,131.0,566,0.9346289752650176,<=>
3183,ZMO1_ZMO0905,b1424,36.599,541,304,16,8,520,3,532,9.78e-101,311.0,523,1.034416826003824,<=>
3250,ZMO1_ZMO0913,b3770,31.875,320,191,13,52,366,10,307,1.99e-33,123.0,366,0.8743169398907104,<=>
3251,ZMO1_ZMO0914,b0529,53.147,286,124,1,4,289,3,278,1.58e-93,275.0,297,0.9629629629629629,<=>
3252,ZMO1_ZMO0915,b0484,42.51,741,395,14,9,731,103,830,1.86e-168,503.0,740,1.0013513513513514,<=>
3274,ZMO1_ZMO0924,b0098,50.268,933,415,8,1,919,1,898,0.0,902.0,925,1.0086486486486486,<=>
3293,ZMO1_ZMO0935,b2302,24.402,209,135,8,6,207,6,198,7.7e-11,56.6,210,0.9952380952380953,<=>
3296,ZMO1_ZMO0937,b0928,41.414,396,224,2,20,407,1,396,8.199999999999999e-108,320.0,407,0.972972972972973,<=>
3298,ZMO1_ZMO0939,b2883,48.019,429,216,5,3,425,9,436,9.36e-141,407.0,433,0.9907621247113164,<=>
3301,ZMO1_ZMO0941,b3788,25.284,352,211,11,3,326,4,331,4.87e-24,97.8,333,1.057057057057057,<=>
3308,ZMO1_ZMO0946,b0436,32.184,435,282,7,3,435,4,427,4.13e-62,206.0,492,0.8841463414634146,<=>
3310,ZMO1_ZMO0948,b0437,65.104,192,67,0,11,202,15,206,4.18e-96,275.0,210,0.9142857142857143,<=>
3311,ZMO1_ZMO0949,b0438,69.031,423,128,3,1,420,1,423,0.0,591.0,422,1.0023696682464456,<=>
3318,ZMO1_ZMO0951,b2436,39.852,271,146,4,22,285,15,275,6.889999999999999e-61,192.0,285,0.9508771929824561,<=>
3319,ZMO1_ZMO0952,b3606,38.514,148,88,2,1,145,2,149,8.560000000000001e-33,110.0,152,0.9736842105263158,<=>
3322,ZMO1_ZMO0959,b3208,44.444,207,101,4,6,201,14,217,2.67e-51,164.0,248,0.8346774193548387,<=>
3326,ZMO1_ZMO0962,b0677,35.864,382,234,5,4,380,3,378,4.02e-77,240.0,381,1.0026246719160106,<=>
3335,ZMO1_ZMO0964,b4080,24.795,488,343,5,2,476,5,481,7.56e-35,133.0,477,1.0230607966457024,<=>
3337,ZMO1_ZMO0965,b2368,41.061,358,181,5,40,396,11,339,1.11e-83,258.0,401,0.8927680798004988,<=>
3347,ZMO1_ZMO0966,b2686,42.745,510,273,4,25,525,2,501,3.03e-132,391.0,533,0.9568480300187617,<=>
3360,ZMO1_ZMO0967,b2164,40.049,407,234,2,1,397,7,413,3.02e-91,278.0,398,1.0226130653266332,<=>
3362,ZMO1_ZMO0969,b3714,44.165,437,238,2,2,438,12,442,3.98e-116,344.0,441,0.9909297052154195,<=>
3366,ZMO1_ZMO0971,b1623,27.848,316,217,3,11,318,6,318,2.9700000000000002e-33,122.0,337,0.9376854599406528,<=>
3368,ZMO1_ZMO0974,b1733,23.759,282,173,10,2,277,3,248,2.11e-13,65.5,281,1.00355871886121,<=>
3369,ZMO1_ZMO0976,b1771,35.669,314,185,8,13,312,3,313,2.0800000000000003e-56,183.0,340,0.9235294117647059,<=>
3378,ZMO1_ZMO0979,b3966,27.581,649,380,25,77,695,18,606,2.85e-49,179.0,703,0.9231863442389758,<=>
3385,ZMO1_ZMO0980,b3701,36.559,372,227,5,1,369,1,366,4.0300000000000003e-85,259.0,369,1.008130081300813,<=>
3386,ZMO1_ZMO0981,b2180,35.701,549,300,12,2,521,4,528,4.6799999999999996e-104,319.0,530,1.0358490566037737,<=>
3543,ZMO1_ZMO0982,b3542,33.878,245,154,3,35,272,55,298,5e-27,103.0,272,0.9007352941176471,<=>
3571,ZMO1_ZMO0985,b2744,37.603,242,140,5,1,241,1,232,7.2e-43,143.0,255,0.9490196078431372,<=>
3572,ZMO1_ZMO0986,b0893,52.336,428,193,3,1,419,1,426,3.25e-155,443.0,425,1.0070588235294118,<=>
3573,ZMO1_ZMO0987,b0145,39.716,141,84,1,16,156,8,147,1.34e-29,103.0,161,0.8757763975155279,<=>
3574,ZMO1_ZMO0989,b3687,50.355,141,62,4,1,138,1,136,5.53e-44,139.0,162,0.8703703703703703,<=>
3581,ZMO1_ZMO0997,b1850,54.945,182,78,2,22,199,26,207,4.76e-62,189.0,208,0.875,<=>
3586,ZMO1_ZMO1000,b3829,55.364,755,331,3,1,753,1,751,0.0,849.0,759,0.994729907773386,<=>
3587,ZMO1_ZMO1001,b4130,36.18,445,270,7,17,459,6,438,8.21e-84,264.0,497,0.8953722334004024,<=>
3592,ZMO1_ZMO1002,b3176,51.693,443,210,3,2,442,3,443,7.73e-150,431.0,445,0.9955056179775281,<=>
3595,ZMO1_ZMO1003,b2103,36.33,267,159,5,17,279,7,266,1.7999999999999998e-48,159.0,283,0.9434628975265018,<=>
3597,ZMO1_ZMO1004,b0183,43.548,186,100,2,25,209,11,192,4.91e-45,145.0,215,0.8651162790697674,<=>
3601,ZMO1_ZMO1008,b2979,28.139,462,285,11,31,476,43,473,5.51e-40,147.0,481,0.9604989604989606,<=>
3609,ZMO1_ZMO1013,b3248,41.622,185,105,3,3,186,2,184,2.5500000000000002e-36,123.0,202,0.9158415841584159,<=>
3611,ZMO1_ZMO1014,b0884,65.714,70,24,0,1,70,1,70,3.13e-31,101.0,72,0.9722222222222222,<=>
3712,ZMO1_ZMO1023,b0444,44.934,227,103,5,27,249,5,213,2.9300000000000003e-64,197.0,254,0.8937007874015748,<=>
3713,ZMO1_ZMO1025,b4238,23.613,703,439,26,12,658,5,665,5.5699999999999996e-30,122.0,672,1.0461309523809523,<=>
3810,ZMO1_ZMO1032,b2517,48.361,366,177,6,22,384,12,368,1.51e-107,318.0,391,0.9360613810741688,<=>
3811,ZMO1_ZMO1033,b1661,39.831,354,197,6,34,385,33,372,1.01e-71,227.0,415,0.8530120481927711,<=>
3816,ZMO1_ZMO1036,b3172,27.316,421,257,15,6,397,12,412,9.27e-34,128.0,408,1.0318627450980393,<=>
3817,ZMO1_ZMO1039,b2675,24.777,674,346,18,31,612,108,712,1.03e-45,169.0,613,1.099510603588907,<=>
3825,ZMO1_ZMO1044,b3291,39.873,158,66,4,1,154,1,133,1.0400000000000002e-27,97.4,154,1.025974025974026,<=>
3826,ZMO1_ZMO1047,b3728,54.829,321,142,2,23,342,28,346,1.61e-127,366.0,346,0.9277456647398844,<=>
3827,ZMO1_ZMO1048,b3727,51.0,300,146,1,17,315,10,309,9.420000000000001e-99,291.0,319,0.9404388714733543,<=>
3832,ZMO1_ZMO1049,b3726,47.08,274,144,1,6,278,22,295,1.7000000000000002e-79,239.0,278,0.9856115107913669,<=>
3835,ZMO1_ZMO1050,b3725,57.519,266,94,1,25,290,11,257,5.2300000000000006e-117,334.0,290,0.9172413793103448,<=>
3928,ZMO1_ZMO1052,b2476,43.697,238,130,1,1,238,1,234,6.11e-69,209.0,259,0.918918918918919,<=>
3929,ZMO1_ZMO1054,b3019,41.141,666,377,7,24,686,18,671,8.02e-171,506.0,748,0.8903743315508021,<=>
3961,ZMO1_ZMO1057,b3156,30.435,161,99,7,10,167,9,159,1.42e-09,51.6,177,0.9096045197740112,<=>
3963,ZMO1_ZMO1059,b2303,29.915,117,80,2,20,136,3,117,6.88e-10,50.4,140,0.8357142857142857,<=>
3965,ZMO1_ZMO1060,b1656,51.777,197,87,5,1,195,1,191,2.14e-65,197.0,208,0.9471153846153846,<=>
3967,ZMO1_ZMO1061,b1303,48.98,343,153,4,3,345,5,325,1.98e-113,330.0,358,0.9581005586592178,<=>
3980,ZMO1_ZMO1063,b1304,39.171,217,131,1,1,216,1,217,2.05e-49,158.0,222,0.9774774774774775,<=>
3982,ZMO1_ZMO1065,b1306,28.704,108,68,2,7,114,9,107,2.5e-09,48.5,127,0.8503937007874016,<=>
3991,ZMO1_ZMO1072,b3809,38.662,269,154,5,4,261,2,270,5.83e-60,188.0,269,1.0,<=>
3992,ZMO1_ZMO1075,b2610,54.741,464,197,4,1,463,1,452,1.1300000000000001e-169,482.0,474,0.9789029535864979,<=>
3996,ZMO1_ZMO1078,b2607,41.564,243,140,2,9,249,5,247,1.39e-60,189.0,249,0.9759036144578314,<=>
3997,ZMO1_ZMO1079,b2606,60.345,116,41,1,2,117,3,113,7.9e-42,131.0,124,0.9354838709677419,<=>
3998,ZMO1_ZMO1084,b3532,31.034,696,436,15,67,740,86,759,4.2899999999999996e-98,318.0,771,0.9027237354085603,<=>
4002,ZMO1_ZMO1087,b2701,28.267,329,174,11,58,359,62,355,1.24e-22,94.7,361,0.9113573407202216,<=>
4004,ZMO1_ZMO1089,b0839,34.555,382,231,8,16,389,13,383,6.52e-61,199.0,400,0.955,<=>
4008,ZMO1_ZMO1090,b1098,35.204,196,119,4,12,203,5,196,2.1600000000000003e-27,100.0,216,0.9074074074074074,<=>
4016,ZMO1_ZMO1093,b1100,41.245,257,143,4,1,253,2,254,8.07e-62,192.0,258,0.9961240310077519,<=>
4019,ZMO1_ZMO1094,b4092,22.581,248,169,9,11,249,13,246,2.39e-08,50.4,254,0.9763779527559056,<=>
4020,ZMO1_ZMO1095,b2781,46.97,264,127,6,13,267,1,260,6.22e-75,226.0,273,0.967032967032967,<=>
4021,ZMO1_ZMO1096,b4179,32.705,743,459,13,7,732,12,730,5.11e-112,356.0,762,0.9750656167979003,<=>
4023,ZMO1_ZMO1097,b3781,57.692,104,44,0,3,106,5,108,3.92e-44,136.0,106,0.9811320754716981,<=>
4054,ZMO1_ZMO1107,b0889,41.958,143,83,0,7,149,12,154,1.06e-37,124.0,160,0.89375,<=>
4060,ZMO1_ZMO1112,b1254,30.435,161,110,2,21,180,2,161,1.8000000000000001e-22,86.7,200,0.805,<=>
4061,ZMO1_ZMO1113,b1109,47.356,435,220,4,9,441,7,434,1.07e-138,402.0,441,0.9863945578231292,<=>
4064,ZMO1_ZMO1115,b3057,40.684,263,147,5,1,256,4,264,2.65e-60,189.0,267,0.9850187265917603,<=>
