,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
2226,b1207,ZCP4_1630,55.128,312,138,2,4,314,1,311,2.59e-121,347.0,315,0.9904761904761905,<=>
2227,b1208,ZCP4_0152,34.686,271,156,9,9,264,10,274,7.42e-35,123.0,283,0.9575971731448764,<=>
2228,b1211,ZCP4_1639,57.102,352,145,4,8,356,8,356,7.09e-132,377.0,360,0.9777777777777777,<=>
2230,b1212,ZCP4_1638,37.247,247,142,7,7,246,27,267,8.99e-40,136.0,277,0.8916967509025271,<=>
2231,b1215,ZCP4_1658,46.442,267,135,2,21,281,27,291,4e-81,243.0,284,0.9401408450704225,<=>
2260,b1236,ZCP4_1403,43.537,294,151,6,8,297,4,286,2.3300000000000002e-73,223.0,302,0.9735099337748344,<=>
2262,b1238,ZCP4_0726,57.592,191,81,0,1,191,1,191,2.97e-86,249.0,205,0.9317073170731708,<=>
2267,b1242,ZCP4_0862,32.487,197,131,1,16,210,10,206,1.88e-26,97.4,215,0.9162790697674419,<=>
2331,b1249,ZCP4_0948,31.211,487,316,9,3,486,2,472,1.7199999999999997e-67,220.0,486,1.0020576131687242,<=>
2333,b1253,ZCP4_0772,43.089,123,67,2,8,130,16,135,1.49e-29,100.0,132,0.9318181818181818,<=>
2334,b1254,ZCP4_0218,30.435,161,110,2,2,161,21,180,8.009999999999999e-23,86.7,179,0.8994413407821229,<=>
2335,b1260,ZCP4_0698,35.472,265,170,1,1,265,1,264,1.04e-50,164.0,268,0.9888059701492538,<=>
2336,b1261,ZCP4_0697,56.693,381,163,2,8,387,21,400,3.86e-155,440.0,397,0.9596977329974811,<=>
2370,b1276,ZCP4_0737,28.137,789,438,27,79,859,57,724,3.5400000000000004e-58,209.0,891,0.8855218855218855,<=>
2375,b1281,ZCP4_0695,40.773,233,130,3,15,244,9,236,1.52e-45,148.0,245,0.9510204081632653,<=>
2382,b1288,ZCP4_1470,48.263,259,133,1,2,260,3,260,8.719999999999999e-92,268.0,262,0.9885496183206107,<=>
2447,b1296,ZCP4_1650,24.597,496,302,16,5,446,7,484,5.52e-15,72.8,461,1.0759219088937093,<=>
2459,b1303,ZCP4_0265,49.271,343,152,4,5,325,3,345,4.54e-115,333.0,325,1.0553846153846154,<=>
2464,b1304,ZCP4_0263,39.171,217,131,1,1,217,1,216,1.06e-49,158.0,222,0.9774774774774775,<=>
2466,b1306,ZCP4_0261,28.704,108,68,2,9,107,7,114,1.1e-09,48.5,119,0.907563025210084,<=>
2469,b1315,ZCP4_0604,27.701,361,211,17,13,349,87,421,3.63e-19,84.0,351,1.0284900284900285,<=>
2479,b1325,ZCP4_0107,42.947,319,180,1,2,320,5,321,6.11e-87,260.0,321,0.9937694704049844,<=>
2481,b1328,ZCP4_1585,41.892,296,172,0,1,296,3,298,8.7e-93,273.0,299,0.9899665551839465,<=>
2514,b1342,ZCP4_1404,27.632,304,207,6,28,327,27,321,3.91e-36,129.0,327,0.9296636085626911,<=>
2520,b1380,ZCP4_0093,49.849,331,164,2,1,329,1,331,4.26e-121,348.0,329,1.006079027355623,<=>
2523,b1382,ZCP4_0627,35.185,54,32,1,8,61,14,64,8.04e-09,43.1,61,0.8852459016393442,<=>
2560,b1424,ZCP4_0410,36.229,541,306,16,3,532,8,520,9.12e-100,308.0,551,0.9818511796733213,<=>
2562,b1439,ZCP4_1327,29.747,474,295,14,4,460,20,472,1.97e-44,158.0,468,1.0128205128205128,<=>
2604,b1451,ZCP4_1075,23.118,757,430,36,37,680,61,778,1.69e-07,50.4,700,1.0814285714285714,<=>
2617,b1464,ZCP4_1376,31.973,294,148,12,1,274,1,262,2.3000000000000003e-27,103.0,297,0.98989898989899,<=>
2618,b1478,ZCP4_0094,79.464,336,69,0,1,336,83,418,0.0,533.0,336,1.0,<=>
2622,b1479,ZCP4_1252,58.303,542,226,0,20,561,18,559,0.0,626.0,565,0.95929203539823,<=>
2791,b1525,ZCP4_1414,43.929,453,244,6,11,459,5,451,7.87e-120,354.0,462,0.9805194805194806,<=>
2814,b1539,ZCP4_1022,53.247,231,105,3,18,247,20,248,5.91e-88,257.0,248,0.9314516129032258,<=>
2827,b1542,ZCP4_1683,38.462,468,270,11,4,460,20,480,4.98e-100,306.0,486,0.9629629629629629,<=>
2850,b1582,ZCP4_1594,42.424,99,56,1,5,102,3,101,2.7e-18,70.1,108,0.9166666666666666,<=>
2857,b1595,ZCP4_1382,33.673,294,185,5,3,288,1,292,3.1000000000000003e-47,156.0,297,0.98989898989899,<=>
2866,b1596,ZCP4_0714,39.952,413,245,3,6,417,3,413,1.48e-100,301.0,417,0.9904076738609112,<=>
2923,b1623,ZCP4_0345,28.165,316,216,3,6,318,11,318,1.78e-34,125.0,333,0.948948948948949,<=>
2925,b1624,ZCP4_1336,50.0,332,163,1,5,336,8,336,9.69e-114,330.0,346,0.9595375722543352,<=>
2928,b1627,ZCP4_1364,56.316,190,83,0,1,190,1,190,1.9e-73,216.0,193,0.9844559585492227,<=>
2930,b1628,ZCP4_1365,42.857,182,98,3,4,184,1,177,1.2199999999999999e-42,139.0,192,0.9479166666666666,<=>
2932,b1630,ZCP4_1367,44.16,351,179,4,7,351,8,347,1.7200000000000001e-87,264.0,352,0.9971590909090909,<=>
2934,b1632,ZCP4_1369,46.154,221,119,0,2,222,4,224,1.07e-65,199.0,231,0.9567099567099567,<=>
2936,b1633,ZCP4_0590,59.184,196,80,0,8,203,8,203,1.04e-83,244.0,211,0.9289099526066351,<=>
2939,b1635,ZCP4_1846,25.0,200,120,6,27,198,31,228,2.44e-11,57.0,201,0.9950248756218906,<=>
2941,b1637,ZCP4_1517,45.939,394,192,5,4,393,6,382,2.88e-117,344.0,424,0.9292452830188679,<=>
2942,b1638,ZCP4_0460,41.799,189,110,0,30,218,4,192,2.72e-53,166.0,218,0.8669724770642202,<=>
2943,b1640,ZCP4_1518,34.054,370,221,9,7,364,4,362,1.05e-47,162.0,369,1.002710027100271,<=>
2951,b1645,ZCP4_1700,23.731,670,443,18,17,643,4,648,5.3899999999999995e-30,121.0,670,1.0,<=>
2959,b1650,ZCP4_1297,42.35,366,192,6,6,365,4,356,3.9099999999999997e-84,256.0,365,1.0027397260273974,<=>
2960,b1651,ZCP4_0540,34.375,128,76,4,1,128,1,120,3.74e-20,76.6,135,0.9481481481481482,<=>
2963,b1654,ZCP4_1309,52.778,108,49,2,1,106,1,108,4.86e-38,120.0,115,0.9391304347826087,<=>
2966,b1656,ZCP4_0266,51.777,197,87,5,1,191,1,195,9.3e-66,197.0,193,1.0207253886010363,<=>
2967,b1657,ZCP4_1680,35.829,374,238,2,13,384,32,405,2.5399999999999997e-68,218.0,389,0.961439588688946,<=>
2986,b1661,ZCP4_0288,39.831,354,197,6,33,372,34,385,1.48e-71,226.0,382,0.9267015706806283,<=>
2988,b1662,ZCP4_0808,33.854,192,117,4,1,185,1,189,2.0100000000000003e-27,99.8,213,0.9014084507042254,<=>
2990,b1676,ZCP4_1090,37.1,469,286,5,2,467,10,472,3.52e-94,289.0,470,0.997872340425532,<=>
2992,b1680,ZCP4_0849,46.056,393,206,2,9,401,16,402,4.85e-133,384.0,406,0.9679802955665024,<=>
2996,b1681,ZCP4_0850,27.072,362,226,10,41,396,16,345,9.21e-26,103.0,423,0.8557919621749409,<=>
2998,b1682,ZCP4_0851,54.472,246,111,1,1,245,4,249,4.8799999999999996e-98,283.0,248,0.9919354838709677,<=>
3026,b1683,ZCP4_0852,62.68,485,158,3,21,495,19,490,0.0,647.0,495,0.9797979797979798,<=>
3032,b1688,ZCP4_0639,23.851,348,251,7,12,351,6,347,8.32e-21,88.6,370,0.9405405405405406,<=>
3034,b1695,ZCP4_0798,30.189,371,239,6,20,377,23,386,8.27e-49,166.0,383,0.9686684073107049,<=>
3037,b1698,ZCP4_1666,30.677,251,160,8,66,310,68,310,6.02e-22,90.1,312,0.8044871794871795,<=>
3080,b1713,ZCP4_1635,31.638,806,510,17,1,788,1,783,4.48e-138,424.0,795,1.0138364779874214,<=>
3081,b1714,ZCP4_1634,52.571,350,142,5,1,326,5,354,3.65e-129,369.0,327,1.070336391437309,<=>
3082,b1716,ZCP4_1633,57.627,118,50,0,1,118,1,118,1.58e-44,137.0,118,1.0,<=>
3083,b1717,ZCP4_1632,40.625,64,38,0,1,64,1,64,1.12e-06,37.7,65,0.9846153846153847,<=>
3084,b1718,ZCP4_1275,52.439,164,77,1,14,177,17,179,3.15e-61,184.0,180,0.9111111111111111,<=>
3085,b1719,ZCP4_0537,47.248,654,325,6,4,638,7,659,0.0,629.0,642,1.0186915887850467,<=>
3087,b1722,ZCP4_1597,21.245,273,180,9,5,247,52,319,2.71e-07,46.6,252,1.0833333333333333,<=>
3094,b1733,ZCP4_0342,23.759,282,173,10,3,248,2,277,8.76e-14,65.5,249,1.1325301204819278,<=>
3098,b1745,ZCP4_0161,42.623,427,237,3,5,431,5,423,2.01e-114,338.0,447,0.9552572706935123,<=>
3099,b1746,ZCP4_0067,48.472,458,226,4,18,471,6,457,2.2299999999999998e-150,434.0,492,0.9308943089430894,<=>
3102,b1747,ZCP4_0635,37.764,331,202,2,4,330,5,335,1.52e-74,230.0,344,0.9622093023255814,<=>
3103,b1748,ZCP4_0866,41.645,389,223,2,14,401,6,391,1.82e-107,318.0,406,0.958128078817734,<=>
3106,b1749,ZCP4_1730,35.878,262,158,5,2,263,3,254,2.69e-50,162.0,268,0.9776119402985075,<=>
3141,b1766,ZCP4_1255,35.902,571,334,9,11,564,3,558,8.92e-114,350.0,618,0.9239482200647249,<=>
3151,b1771,ZCP4_0339,35.669,314,185,8,3,313,13,312,2.14e-56,182.0,326,0.9631901840490797,<=>
3169,b1779,ZCP4_1068,49.107,336,165,5,1,331,1,335,7.63e-107,311.0,331,1.0151057401812689,<=>
3170,b1781,ZCP4_1397,55.914,279,115,5,4,281,2,273,9.379999999999999e-104,300.0,284,0.9823943661971831,<=>
3208,b1804,ZCP4_0582,31.536,371,234,10,3,364,4,363,1.96e-42,148.0,375,0.9893333333333333,<=>
3210,b1805,ZCP4_0592,25.093,538,301,19,70,551,85,576,1.19e-30,122.0,561,0.9590017825311943,<=>
3215,b1812,ZCP4_1126,39.597,447,246,5,25,451,37,479,5.12e-99,301.0,453,0.9867549668874173,<=>
3228,b1828,ZCP4_0137,43.75,448,251,1,5,452,15,461,1.8e-118,351.0,457,0.9803063457330415,<=>
3233,b1832,ZCP4_0776,44.079,152,84,1,2,152,10,161,3.96e-47,147.0,165,0.9212121212121213,<=>
3237,b1845,ZCP4_0792,38.643,678,406,7,3,674,11,684,2.41e-158,469.0,686,0.9883381924198251,<=>
3240,b1850,ZCP4_0322,53.266,199,89,2,9,207,5,199,1.9499999999999997e-68,205.0,213,0.9342723004694836,<=>
3241,b1851,ZCP4_0904,58.557,596,242,5,7,601,10,601,0.0,701.0,603,0.988391376451078,<=>
3243,b1852,ZCP4_0905,45.455,484,260,3,6,487,2,483,1.4e-152,440.0,491,0.9857433808553971,<=>
3244,b1853,ZCP4_1056,19.788,283,205,9,12,278,22,298,1.45e-07,47.8,289,0.9792387543252595,<=>
3282,b1860,ZCP4_1083,60.828,314,123,0,20,333,17,330,4.199999999999999e-140,397.0,336,0.9345238095238095,<=>
3285,b1861,ZCP4_1086,33.649,211,126,4,1,200,1,208,7.71e-28,100.0,203,1.0394088669950738,<=>
3286,b1863,ZCP4_1087,47.02,151,79,1,3,152,4,154,1.01e-34,116.0,173,0.8728323699421965,<=>
3287,b1864,ZCP4_1088,50.403,248,119,3,1,246,1,246,1.18e-76,228.0,246,1.008130081300813,<=>
3288,b1866,ZCP4_0581,41.047,592,335,7,2,586,5,589,5.83e-147,433.0,590,1.0033898305084745,<=>
3289,b1867,ZCP4_1295,49.733,187,91,2,1,185,1,186,6.840000000000001e-59,179.0,188,0.9946808510638298,<=>
3294,b1876,ZCP4_0467,26.712,584,332,23,37,577,44,574,1.9e-28,115.0,577,1.0121317157712304,<=>
3295,b1879,ZCP4_0663,43.043,690,379,6,12,690,4,690,0.0,542.0,692,0.9971098265895953,<=>
3296,b1880,ZCP4_0642,35.185,378,225,6,4,374,7,371,4.9499999999999996e-61,197.0,382,0.9895287958115183,<=>
3309,b1883,ZCP4_1151,47.278,349,167,4,4,338,3,348,1.88e-106,312.0,349,1.0,<=>
3319,b1884,ZCP4_1150,38.29,269,144,8,27,281,25,285,1.79e-51,167.0,286,0.9405594405594405,<=>
3326,b1887,ZCP4_1154,30.0,150,104,1,2,150,16,165,3.14e-30,104.0,167,0.8982035928143712,<=>
3331,b1889,ZCP4_0681,36.029,272,158,5,7,264,14,283,3.5199999999999995e-46,155.0,308,0.8831168831168831,<=>
3332,b1890,ZCP4_0680,38.112,286,173,2,1,282,1,286,6.829999999999999e-69,212.0,295,0.9694915254237289,<=>
3384,b1912,ZCP4_1139,35.227,176,106,3,3,172,2,175,1.16e-25,93.6,182,0.967032967032967,<=>
3386,b1913,ZCP4_0620,39.837,615,344,10,11,610,58,661,4.4699999999999996e-150,444.0,610,1.0081967213114753,<=>
3429,b1919,ZCP4_1823,47.706,327,165,5,5,325,2,328,6.22e-83,251.0,328,0.9969512195121951,<=>
3431,b1922,ZCP4_0661,36.486,222,135,3,15,236,27,242,1.45e-38,130.0,239,0.9288702928870293,<=>
3438,b1925,ZCP4_0640,21.739,115,89,1,10,124,13,126,1.23e-05,38.5,136,0.8455882352941176,<=>
3440,b1938,ZCP4_0655,33.874,493,267,12,23,476,54,526,8.9e-63,213.0,552,0.8931159420289855,<=>
3441,b1939,ZCP4_0654,39.169,337,193,5,4,331,11,344,4.77e-59,189.0,331,1.0181268882175227,<=>
3442,b1941,ZCP4_0652,48.028,431,208,3,26,453,24,441,1.03e-122,361.0,457,0.9431072210065645,<=>
3447,b1945,ZCP4_0648,25.155,322,222,6,6,320,17,326,2.67e-26,102.0,334,0.9640718562874252,<=>
3451,b1950,ZCP4_0643,36.406,217,132,2,10,220,6,222,2.64e-37,128.0,261,0.8314176245210728,<=>
3456,b1959,ZCP4_0010,27.519,258,160,8,18,258,28,275,1.7e-09,53.9,306,0.8431372549019608,<=>
3500,b2020,ZCP4_1605,39.206,403,236,4,32,428,30,429,1.17e-89,275.0,434,0.9285714285714286,<=>
3502,b2021,ZCP4_1215,26.254,339,216,13,32,351,42,365,1.1400000000000001e-21,90.9,356,0.952247191011236,<=>
3507,b2023,ZCP4_1645,36.916,214,104,9,2,195,24,226,3.21e-30,107.0,196,1.0918367346938775,<=>
3508,b2024,ZCP4_1646,33.745,243,151,5,1,240,6,241,2.24e-36,125.0,245,0.9918367346938776,<=>
3510,b2025,ZCP4_1647,43.922,255,137,2,2,256,3,251,2.99e-65,200.0,258,0.9883720930232558,<=>
3531,b2048,ZCP4_0930,33.933,445,271,9,5,442,8,436,9.739999999999999e-68,219.0,456,0.9758771929824561,<=>
3533,b2049,ZCP4_0097,49.057,477,230,5,6,477,2,470,1.15e-159,457.0,478,0.997907949790795,<=>
3535,b2053,ZCP4_0103,47.911,359,147,6,1,355,1,323,1.55e-113,330.0,373,0.9624664879356568,<=>
3550,b2065,ZCP4_0448,31.447,159,91,6,34,190,42,184,7.96e-16,68.2,193,0.8238341968911918,<=>
3558,b2074,ZCP4_1622,38.363,391,233,4,2,389,31,416,6.95e-87,267.0,415,0.9421686746987952,<=>
3563,b2075,ZCP4_1623,55.739,1028,448,4,12,1038,3,1024,0.0,1078.0,1040,0.9884615384615385,<=>
3608,b2086,ZCP4_1704,24.638,276,191,8,27,292,28,296,1.16e-06,45.1,299,0.9230769230769231,<=>
3614,b2097,ZCP4_1066,32.432,296,186,5,47,342,19,300,7.909999999999999e-42,144.0,350,0.8457142857142858,<=>
3618,b2103,ZCP4_0316,36.704,267,158,5,7,266,17,279,1.1099999999999999e-41,140.0,266,1.0037593984962405,<=>
3631,b2125,ZCP4_1428,32.558,258,141,7,2,229,3,257,4.75e-36,124.0,239,1.0794979079497908,<=>
3675,b2133,ZCP4_0995,59.858,563,223,2,7,568,14,574,0.0,701.0,571,0.9859894921190894,<=>
3748,b2151,ZCP4_0060,34.304,309,194,6,1,304,29,333,1.93e-41,145.0,346,0.8930635838150289,<=>
3769,b2157,ZCP4_1174,31.879,298,192,4,3,293,1,294,2.75e-41,141.0,293,1.0170648464163823,<=>
3779,b2164,ZCP4_0349,40.049,407,234,2,7,413,1,397,2.2e-101,303.0,416,0.9783653846153846,<=>
3792,b2180,ZCP4_0335,35.273,550,301,12,4,528,2,521,2.14e-96,298.0,529,1.0396975425330812,<=>
3846,b2182,ZCP4_0788,29.306,389,266,5,11,394,24,408,1.07e-44,155.0,396,0.9823232323232324,<=>
3867,b2195,ZCP4_0083,30.519,154,106,1,13,166,10,162,2.6e-22,85.1,185,0.8324324324324325,<=>
3869,b2196,ZCP4_0082,44.0,575,310,5,53,624,54,619,8.78e-143,426.0,647,0.8887171561051005,<=>
3871,b2199,ZCP4_0079,45.249,221,119,1,7,225,3,223,3.49e-60,186.0,245,0.9020408163265307,<=>
3872,b2200,ZCP4_0991,35.385,195,121,2,24,218,9,198,1.51e-20,82.0,220,0.8863636363636364,<=>
3873,b2201,ZCP4_0992,36.979,192,110,2,4,195,14,194,8.62e-34,116.0,207,0.927536231884058,<=>
3985,b2231,ZCP4_0602,46.711,897,421,7,7,858,41,925,0.0,800.0,875,1.0251428571428571,<=>
3987,b2232,ZCP4_1506,34.413,247,140,5,8,240,24,262,7.11e-45,147.0,240,1.0291666666666666,<=>
3991,b2239,ZCP4_1076,30.352,369,219,9,5,348,10,365,4.51e-38,136.0,358,1.0307262569832403,<=>
4028,b2302,ZCP4_0380,25.359,209,133,8,6,198,6,207,4.08e-12,59.3,215,0.9720930232558139,<=>
4029,b2303,ZCP4_0267,29.915,117,80,2,3,117,20,136,2.76e-10,50.4,120,0.975,<=>
4030,b2304,ZCP4_1040,27.82,266,135,11,1,246,1,229,3.45e-09,52.8,297,0.8956228956228957,<=>
4064,b2312,ZCP4_1600,41.77,486,242,17,2,476,37,492,4.05e-104,317.0,505,0.9623762376237623,<=>
4067,b2315,ZCP4_0700,34.072,361,217,10,17,357,16,375,4.14e-51,174.0,422,0.8554502369668247,<=>
4068,b2316,ZCP4_0699,52.878,278,131,0,1,278,1,278,2.5000000000000002e-105,305.0,304,0.9144736842105263,<=>
4069,b2318,ZCP4_0496,38.174,241,146,3,14,252,6,245,1.49e-49,160.0,270,0.8925925925925926,<=>
4070,b2319,ZCP4_1724,39.706,340,195,6,4,336,2,338,1.89e-72,224.0,337,1.0089020771513353,<=>
4076,b2327,ZCP4_1567,35.918,245,152,3,18,258,11,254,1.14e-38,132.0,269,0.9107806691449815,<=>
4077,b2329,ZCP4_1469,56.267,359,146,4,1,351,1,356,2.61e-134,384.0,361,0.9944598337950139,<=>
4102,b2368,ZCP4_0351,42.593,324,158,3,44,339,73,396,1.23e-77,241.0,387,0.8372093023255814,<=>
4136,b2379,ZCP4_1436,55.385,390,174,0,10,399,5,394,9.000000000000001e-163,459.0,412,0.9466019417475728,<=>
4153,b2388,ZCP4_0903,34.74,308,190,5,9,308,7,311,1.43e-49,164.0,321,0.9595015576323987,<=>
4158,b2400,ZCP4_1243,44.85,466,252,3,3,463,11,476,3.2699999999999996e-140,407.0,471,0.9893842887473461,<=>
4179,b2411,ZCP4_0907,46.418,698,329,10,7,669,34,721,0.0,572.0,671,1.0402384500745157,<=>
4181,b2414,ZCP4_0551,48.845,303,143,6,12,312,11,303,4.91e-81,244.0,323,0.9380804953560371,<=>
4242,b2431,ZCP4_1586,36.364,275,168,6,28,296,32,305,3.17e-49,162.0,299,0.919732441471572,<=>
4246,b2436,ZCP4_0363,39.852,271,146,4,15,275,22,285,2.3899999999999998e-61,192.0,299,0.9063545150501672,<=>
4271,b2472,ZCP4_1528,39.211,380,208,8,6,374,8,375,1.97e-87,265.0,375,1.0133333333333334,<=>
4273,b2475,ZCP4_0014,46.732,306,142,5,1,287,1,304,4.98e-90,266.0,287,1.0662020905923344,<=>
4274,b2476,ZCP4_0272,43.697,238,130,1,1,234,1,238,2.61e-69,209.0,237,1.0042194092827004,<=>
4275,b2478,ZCP4_0577,42.123,292,168,1,1,292,1,291,6.14e-76,230.0,292,1.0,<=>
4288,b2499,ZCP4_0587,51.176,340,159,4,1,334,1,339,1.3800000000000002e-116,338.0,345,0.9855072463768116,<=>
4290,b2500,ZCP4_0588,47.895,190,99,0,5,194,12,201,1.5800000000000001e-57,177.0,212,0.8962264150943396,<=>
4292,b2501,ZCP4_0584,34.949,681,408,15,7,672,13,673,4.3e-124,381.0,688,0.9898255813953488,<=>
4294,b2502,ZCP4_0583,23.628,419,264,11,1,405,18,394,4.97e-11,60.5,513,0.8167641325536062,<=>
4298,b2507,ZCP4_0072,55.513,526,228,3,1,525,6,526,0.0,595.0,525,1.0019047619047619,<=>
4303,b2508,ZCP4_0030,56.159,479,208,2,9,486,7,484,0.0,545.0,488,0.9815573770491803,<=>
4305,b2511,ZCP4_0825,41.845,466,255,4,2,464,1,453,4.87e-113,338.0,490,0.9510204081632653,<=>
4317,b2514,ZCP4_1640,41.889,413,232,3,3,415,4,408,4.6200000000000004e-116,342.0,424,0.9740566037735849,<=>
4318,b2515,ZCP4_1065,57.143,343,146,1,7,348,9,351,4.2399999999999995e-136,389.0,372,0.9220430107526881,<=>
4319,b2517,ZCP4_0289,48.352,364,176,6,14,368,24,384,1.22e-107,318.0,384,0.9479166666666666,<=>
4330,b2528,ZCP4_0847,39.815,108,60,3,3,107,8,113,4.0499999999999995e-23,82.4,107,1.0093457943925233,<=>
4333,b2530,ZCP4_1344,36.702,376,227,8,5,375,4,373,9.3e-72,226.0,404,0.9306930693069307,<=>
4339,b2532,ZCP4_0131,32.906,234,149,5,7,238,8,235,7.600000000000001e-31,110.0,246,0.9512195121951219,<=>
4341,b2533,ZCP4_0935,42.339,248,138,2,4,246,6,253,2.76e-63,196.0,267,0.9288389513108615,<=>
4431,b2551,ZCP4_0133,53.957,417,183,3,7,416,12,426,4.8499999999999995e-152,434.0,417,1.0,<=>
4433,b2553,ZCP4_0790,65.179,112,39,0,1,112,1,112,1.1e-50,152.0,112,1.0,<=>
4461,b2559,ZCP4_0963,40.132,152,86,2,6,154,11,160,2.6e-31,107.0,167,0.9101796407185628,<=>
4465,b2563,ZCP4_1454,36.923,130,76,4,3,126,2,131,5.62e-14,60.5,126,1.0317460317460319,<=>
4466,b2564,ZCP4_1455,57.806,237,99,1,6,242,7,242,1.43e-87,256.0,243,0.9753086419753086,<=>
4467,b2566,ZCP4_1746,38.851,296,178,3,2,296,8,301,1.47e-61,194.0,301,0.9833887043189369,<=>
4473,b2567,ZCP4_1753,36.364,209,126,3,2,208,26,229,5.92e-37,126.0,226,0.9247787610619469,<=>
4474,b2568,ZCP4_1453,34.106,302,133,16,39,311,3,267,2.39e-27,104.0,324,0.9320987654320988,<=>
4475,b2569,ZCP4_1425,59.432,599,242,1,1,598,4,602,0.0,731.0,599,1.0,<=>
4485,b2574,ZCP4_1095,57.034,526,222,3,10,533,7,530,0.0,597.0,540,0.9740740740740741,<=>
4497,b2578,ZCP4_1175,31.325,166,109,4,6,169,7,169,1.02e-17,73.6,195,0.8512820512820513,<=>
4508,b2592,ZCP4_1707,57.643,857,358,3,1,854,1,855,0.0,1001.0,857,1.0,<=>
4512,b2593,ZCP4_1440,35.345,232,139,5,22,242,21,252,9.02e-34,118.0,243,0.9547325102880658,<=>
4513,b2594,ZCP4_0549,43.548,310,163,5,10,312,7,311,1.21e-77,236.0,326,0.950920245398773,<=>
4517,b2599,ZCP4_1484,30.247,324,196,9,63,375,26,330,1.03e-28,110.0,386,0.8393782383419689,<=>
4526,b2606,ZCP4_0247,60.345,116,41,1,3,113,2,117,7.88e-37,117.0,115,1.008695652173913,<=>
4527,b2607,ZCP4_0248,42.213,244,137,3,5,247,9,249,1.3699999999999999e-62,193.0,255,0.9568627450980393,<=>
4530,b2610,ZCP4_0251,55.381,446,196,3,1,444,1,445,6.15e-170,482.0,453,0.9845474613686535,<=>
4536,b2616,ZCP4_1251,35.097,567,341,10,1,551,1,556,8.16e-97,301.0,553,1.0253164556962024,<=>
4537,b2618,ZCP4_1370,50.649,77,38,0,7,83,3,79,1.68e-24,84.7,96,0.8020833333333334,<=>
4538,b2619,ZCP4_0200,32.394,142,96,0,14,155,1,142,9.06e-29,99.8,158,0.8987341772151899,<=>
4539,b2620,ZCP4_0576,46.622,148,77,2,11,157,12,158,1.77e-42,135.0,160,0.925,<=>
4543,b2661,ZCP4_1833,46.154,481,254,3,7,482,3,483,9.650000000000001e-161,460.0,482,0.9979253112033195,<=>
4553,b2675,ZCP4_0284,24.926,674,345,18,108,712,31,612,1.73e-46,171.0,714,0.9439775910364145,<=>
4554,b2676,ZCP4_0834,24.688,320,196,14,20,318,19,314,3.52e-11,59.3,319,1.0031347962382444,<=>
4592,b2686,ZCP4_0350,42.471,518,279,4,2,509,25,533,2.2499999999999997e-138,406.0,512,1.01171875,<=>
4598,b2690,ZCP4_0835,30.939,181,125,0,8,188,24,204,1.39e-26,97.1,188,0.9627659574468085,<=>
4601,b2697,ZCP4_0465,50.842,891,403,12,4,868,43,924,0.0,823.0,876,1.0171232876712328,<=>
4603,b2699,ZCP4_0166,67.29,321,105,0,6,326,17,337,1.36e-167,468.0,353,0.9093484419263456,<=>
4606,b2701,ZCP4_0239,28.267,329,174,11,62,355,58,359,5.1099999999999996e-23,94.7,361,0.9113573407202216,<=>
4634,b2733,ZCP4_1274,40.323,868,484,12,13,852,1,862,0.0,570.0,853,1.0175849941383353,<=>
4643,b2744,ZCP4_0331,37.19,242,141,5,1,232,1,241,5.1799999999999996e-42,140.0,253,0.9565217391304348,<=>
4647,b2750,ZCP4_1214,77.778,189,42,0,5,193,14,202,6.35e-111,312.0,201,0.9402985074626866,<=>
4648,b2751,ZCP4_1213,78.903,474,100,0,2,475,3,476,0.0,781.0,475,0.9978947368421053,<=>
4654,b2752,ZCP4_1212,90.066,302,30,0,1,302,1,302,0.0,575.0,302,1.0,<=>
4657,b2762,ZCP4_1210,75.82,244,59,0,1,244,1,244,1.11e-140,390.0,244,1.0,<=>
4659,b2763,ZCP4_1209,72.105,570,159,0,1,570,1,570,0.0,903.0,570,1.0,<=>
4660,b2764,ZCP4_1208,66.667,597,191,4,11,599,10,606,0.0,826.0,599,0.996661101836394,<=>
4661,b2765,ZCP4_0490,54.386,114,52,0,8,121,5,118,1.09e-43,135.0,121,0.9421487603305785,<=>
4686,b2777,ZCP4_0051,29.918,244,115,10,3,222,5,216,1.5e-16,71.6,223,1.094170403587444,<=>
4688,b2779,ZCP4_1550,62.645,431,154,3,1,429,1,426,0.0,520.0,432,0.9976851851851852,<=>
4689,b2780,ZCP4_0818,57.463,536,222,4,5,536,4,537,0.0,601.0,545,0.9834862385321101,<=>
4690,b2781,ZCP4_0231,46.97,264,127,6,1,260,13,267,3.76e-75,226.0,263,1.0038022813688212,<=>
4692,b2785,ZCP4_0155,29.459,370,228,11,79,432,45,397,3.9e-32,122.0,433,0.8545034642032333,<=>
4724,b2797,ZCP4_1057,53.422,453,201,4,3,449,4,452,3.9e-151,434.0,455,0.9956043956043956,<=>
4745,b2813,ZCP4_1525,26.884,398,229,14,10,353,21,410,3.8900000000000003e-31,119.0,365,1.0904109589041096,<=>
4755,b2827,ZCP4_1413,50.0,292,116,3,3,264,5,296,9.28e-103,297.0,264,1.106060606060606,<=>
4756,b2828,ZCP4_0966,37.374,297,148,8,3,285,10,282,4.1600000000000005e-59,186.0,291,1.0206185567010309,<=>
4757,b2829,ZCP4_1509,31.503,765,479,16,1,740,15,759,5.1e-101,324.0,748,1.0227272727272727,<=>
