,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
1595,ZMO1_ZMO0282,ZCP4_0972,100.0,389,0,0,1,389,1,389,0.0,795.0,389,1.0,<=>
1600,ZMO1_ZMO0283,ZCP4_0971,100.0,1047,0,0,1,1047,1,1047,0.0,2123.0,1047,1.0,<=>
1607,ZMO1_ZMO0285,ZCP4_0970,100.0,512,0,0,1,512,1,512,0.0,1049.0,512,1.0,<=>
1614,ZMO1_ZMO0286,ZCP4_0969,99.611,257,1,0,1,257,1,257,0.0,512.0,257,1.0,<=>
1615,ZMO1_ZMO0287,ZCP4_0968,99.738,382,1,0,1,382,1,382,0.0,770.0,382,1.0,<=>
1619,ZMO1_ZMO0290,ZCP4_0967,99.043,418,4,0,1,418,1,418,0.0,833.0,418,1.0,<=>
1620,ZMO1_ZMO0291,ZCP4_0966,99.649,285,1,0,1,285,1,285,0.0,569.0,285,1.0,<=>
1621,ZMO1_ZMO0293,ZCP4_0965,100.0,480,0,0,1,480,1,480,0.0,976.0,480,1.0,<=>
1624,ZMO1_ZMO0294,ZCP4_0964,100.0,95,0,0,1,95,1,95,5.24e-66,189.0,95,1.0,<=>
1625,ZMO1_ZMO0296,ZCP4_0963,100.0,160,0,0,1,160,1,160,9.26e-120,330.0,160,1.0,<=>
1626,ZMO1_ZMO0297,ZCP4_0962,100.0,441,0,0,1,441,1,441,0.0,891.0,441,1.0,<=>
1628,ZMO1_ZMO0298,ZCP4_0961,100.0,232,0,0,1,232,1,232,2.88e-169,462.0,232,1.0,<=>
1629,ZMO1_ZMO0299,ZCP4_0960,100.0,417,0,0,1,417,1,417,0.0,849.0,417,1.0,<=>
1630,ZMO1_ZMO0300,ZCP4_0959,99.449,544,3,0,1,544,1,544,0.0,1102.0,544,1.0,<=>
1631,ZMO1_ZMO0301,ZCP4_0958,99.2,250,2,0,1,250,1,250,0.0,510.0,250,1.0,<=>
1632,ZMO1_ZMO0302,ZCP4_0957,98.98,98,1,0,1,98,1,98,1.98e-68,196.0,98,1.0,<=>
1633,ZMO1_ZMO0303,ZCP4_0956,100.0,334,0,0,1,334,1,334,0.0,687.0,334,1.0,<=>
1634,ZMO1_ZMO0305,ZCP4_0955,98.718,156,2,0,2,157,1,156,7.87e-115,318.0,157,0.9936305732484076,<=>
1635,ZMO1_ZMO0306,ZCP4_0954,100.0,422,0,0,1,422,1,422,0.0,876.0,422,1.0,<=>
1638,ZMO1_ZMO0307,ZCP4_0953,99.307,577,4,0,1,577,1,577,0.0,1175.0,577,1.0,<=>
1639,ZMO1_ZMO0309,ZCP4_0952,99.408,338,2,0,1,338,1,338,0.0,693.0,338,1.0,<=>
1652,ZMO1_ZMO0311,ZCP4_0951,99.262,271,2,0,1,271,1,271,0.0,553.0,271,1.0,<=>
1654,ZMO1_ZMO0312,ZCP4_0950,99.211,380,3,0,1,380,1,380,0.0,781.0,380,1.0,<=>
1655,ZMO1_ZMO0313,ZCP4_0949,98.125,160,3,0,1,160,1,160,1.29e-118,328.0,160,1.0,<=>
1656,ZMO1_ZMO0314,ZCP4_0948,100.0,472,0,0,1,472,1,472,0.0,964.0,472,1.0,<=>
1657,ZMO1_ZMO0315,ZCP4_0947,100.0,128,0,0,1,128,1,128,1.2899999999999999e-95,267.0,128,1.0,<=>
1658,ZMO1_ZMO0318,ZCP4_0946,99.602,251,1,0,1,251,1,251,0.0,509.0,251,1.0,<=>
1672,ZMO1_ZMO0319,ZCP4_0945,100.0,82,0,0,1,82,1,82,5.87e-60,173.0,82,1.0,<=>
1673,ZMO1_ZMO0321,ZCP4_0943,99.394,165,1,0,1,165,1,165,6.01e-125,344.0,165,1.0,<=>
1674,ZMO1_ZMO0322,ZCP4_0942,100.0,314,0,0,1,314,1,314,0.0,644.0,314,1.0,<=>
1675,ZMO1_ZMO0323,ZCP4_0941,99.681,941,3,0,1,941,1,941,0.0,1936.0,941,1.0,<=>
1681,ZMO1_ZMO0324,ZCP4_0940,100.0,174,0,0,1,174,1,174,1.8e-127,351.0,174,1.0,<=>
1682,ZMO1_ZMO0325,ZCP4_0939,100.0,170,0,0,1,170,1,170,1.6900000000000002e-122,338.0,170,1.0,<=>
1683,ZMO1_ZMO0326,ZCP4_0938,100.0,147,0,0,1,147,1,147,7.21e-111,307.0,147,1.0,<=>
1684,ZMO1_ZMO0327,ZCP4_0937,99.853,678,1,0,1,678,1,678,0.0,1395.0,678,1.0,<=>
1686,ZMO1_ZMO0328,ZCP4_0936,100.0,187,0,0,1,187,1,187,8.56e-140,383.0,187,1.0,<=>
1687,ZMO1_ZMO0329,ZCP4_0935,100.0,271,0,0,1,271,1,271,0.0,548.0,271,1.0,<=>
1691,ZMO1_ZMO0331,ZCP4_0934,100.0,198,0,0,1,198,1,198,2.23e-149,409.0,198,1.0,<=>
1692,ZMO1_ZMO0332,ZCP4_0933,100.0,238,0,0,1,238,1,238,5.1299999999999995e-180,489.0,238,1.0,<=>
1693,ZMO1_ZMO0335,ZCP4_0932,100.0,261,0,0,1,261,1,261,0.0,529.0,261,1.0,<=>
1700,ZMO1_ZMO0336,ZCP4_0931,99.107,224,2,0,1,224,1,224,3.94e-164,448.0,224,1.0,<=>
1701,ZMO1_ZMO0339,ZCP4_0930,99.782,459,1,0,1,459,1,459,0.0,931.0,459,1.0,<=>
1703,ZMO1_ZMO0341,ZCP4_0929,99.228,259,2,0,1,259,1,259,0.0,528.0,259,1.0,<=>
1715,ZMO1_ZMO0342,ZCP4_0928,100.0,400,0,0,1,400,1,400,0.0,823.0,400,1.0,<=>
1720,ZMO1_ZMO0343,ZCP4_0927,99.103,223,2,0,1,223,1,223,3.93e-165,450.0,223,1.0,<=>
1722,ZMO1_ZMO0344,ZCP4_0926,99.583,480,2,0,1,480,1,480,0.0,980.0,480,1.0,<=>
1724,ZMO1_ZMO0345,ZCP4_0925,99.163,239,2,0,1,239,1,239,2.22e-175,478.0,239,1.0,<=>
1725,ZMO1_ZMO0346,ZCP4_0924,100.0,449,0,0,1,449,1,449,0.0,894.0,449,1.0,<=>
1726,ZMO1_ZMO0347,ZCP4_0923,100.0,161,0,0,1,161,1,161,3.12e-120,332.0,161,1.0,<=>
1727,ZMO1_ZMO0348,ZCP4_0922,99.13,460,4,0,1,460,1,460,0.0,917.0,460,1.0,<=>
1732,ZMO1_ZMO0349,ZCP4_0921,98.936,188,2,0,1,188,1,188,1.37e-139,383.0,188,1.0,<=>
1733,ZMO1_ZMO0350,ZCP4_0920,99.519,208,1,0,1,208,1,208,1.35e-158,432.0,208,1.0,<=>
1734,ZMO1_ZMO0351,ZCP4_0919,99.654,1733,6,0,1,1733,1,1733,0.0,3523.0,1733,1.0,<=>
1736,ZMO1_ZMO0352,ZCP4_0918,99.809,524,1,0,1,524,1,524,0.0,1095.0,524,1.0,<=>
1737,ZMO1_ZMO0353,ZCP4_0917,99.553,447,2,0,1,447,1,447,0.0,912.0,447,1.0,<=>
1745,ZMO1_ZMO0354,ZCP4_0916,100.0,613,0,0,1,613,1,613,0.0,1250.0,613,1.0,<=>
1746,ZMO1_ZMO0355,ZCP4_0915,100.0,348,0,0,1,348,1,348,0.0,697.0,348,1.0,<=>
1748,ZMO1_ZMO0356,ZCP4_0914,99.115,339,3,0,1,339,1,339,0.0,669.0,339,1.0,<=>
1749,ZMO1_ZMO0357,ZCP4_0913,99.454,183,1,0,1,183,1,183,6.06e-132,363.0,183,1.0,<=>
1750,ZMO1_ZMO0359,ZCP4_0912,99.844,643,1,0,1,643,1,643,0.0,1329.0,643,1.0,<=>
1752,ZMO1_ZMO0360,ZCP4_0911,100.0,368,0,0,1,368,1,368,0.0,721.0,368,1.0,<=>
1754,ZMO1_ZMO0361,ZCP4_0910,100.0,324,0,0,1,324,1,324,0.0,664.0,324,1.0,<=>
1755,ZMO1_ZMO0362,ZCP4_0909,100.0,740,0,0,1,740,1,740,0.0,1521.0,740,1.0,<=>
1758,ZMO1_ZMO0363,ZCP4_0908,99.747,395,1,0,1,395,1,395,0.0,820.0,395,1.0,<=>
1759,ZMO1_ZMO0364,ZCP4_0907,99.042,731,7,0,1,731,1,731,0.0,1483.0,731,1.0,<=>
1760,ZMO1_ZMO0366,ZCP4_0906,100.0,473,0,0,1,473,1,473,0.0,942.0,473,1.0,<=>
1763,ZMO1_ZMO0367,ZCP4_0905,100.0,485,0,0,1,485,1,485,0.0,996.0,485,1.0,<=>
1764,ZMO1_ZMO0368,ZCP4_0904,100.0,607,0,0,1,607,1,607,0.0,1245.0,607,1.0,<=>
1766,ZMO1_ZMO0369,ZCP4_0903,100.0,324,0,0,1,324,1,324,0.0,651.0,324,1.0,<=>
1767,ZMO1_ZMO0371,ZCP4_0902,99.563,229,1,0,1,229,1,229,4.65e-171,466.0,229,1.0,<=>
1770,ZMO1_ZMO0372,ZCP4_0901,98.693,153,2,0,1,153,6,158,7.44e-112,310.0,153,1.0,<=>
1775,ZMO1_ZMO0373,ZCP4_0900,98.291,117,2,0,1,117,1,117,7.129999999999999e-82,231.0,117,1.0,<=>
1776,ZMO1_ZMO0374,ZCP4_0898,100.0,423,0,0,1,423,1,423,0.0,875.0,423,1.0,<=>
1778,ZMO1_ZMO0375,ZCP4_0897,100.0,413,0,0,1,413,1,413,0.0,853.0,413,1.0,<=>
1780,ZMO1_ZMO0376,ZCP4_0895,99.752,808,2,0,1,808,1,808,0.0,1623.0,808,1.0,<=>
1785,ZMO1_ZMO0377,ZCP4_0894,98.544,206,3,0,1,206,1,206,1.9e-153,419.0,206,1.0,<=>
1786,ZMO1_ZMO0378,ZCP4_0893,95.833,168,7,0,1,168,1,168,2.13e-121,335.0,168,1.0,<=>
1787,ZMO1_ZMO0379,ZCP4_0892,99.299,428,3,0,1,428,1,428,0.0,879.0,428,1.0,<=>
1788,ZMO1_ZMO0380,ZCP4_0891,99.451,729,4,0,1,729,1,729,0.0,1484.0,729,1.0,<=>
1789,ZMO1_ZMO0381,ZCP4_0890,100.0,99,0,0,1,99,1,99,1.0899999999999999e-68,196.0,99,1.0,<=>
1790,ZMO1_ZMO0383,ZCP4_0889,99.293,283,2,0,1,283,1,283,0.0,573.0,283,1.0,<=>
1791,ZMO1_ZMO0384,ZCP4_0888,97.143,35,1,0,1,35,1,35,8.61e-20,68.9,35,1.0,<=>
1792,ZMO1_ZMO0385,ZCP4_0887,100.0,39,0,0,1,39,1,39,2.98e-24,80.1,39,1.0,<=>
1793,ZMO1_ZMO0387,ZCP4_0886,99.671,304,1,0,1,304,1,304,0.0,621.0,304,1.0,<=>
1794,ZMO1_ZMO0388,ZCP4_0885,99.074,108,1,0,1,108,1,108,6.45e-80,226.0,108,1.0,<=>
1795,ZMO1_ZMO0389,ZCP4_0884,99.087,219,2,0,1,219,1,219,9.4e-161,439.0,219,1.0,<=>
1796,ZMO1_ZMO0390,ZCP4_0883,99.366,473,3,0,1,473,1,473,0.0,960.0,473,1.0,<=>
1797,ZMO1_ZMO0391,ZCP4_0882,98.78,82,1,0,1,82,1,82,3.0800000000000003e-59,171.0,82,1.0,<=>
1798,ZMO1_ZMO0392,ZCP4_0881,98.204,167,3,0,1,167,1,167,1.9e-118,328.0,167,1.0,<=>
1799,ZMO1_ZMO0393,ZCP4_0880,99.103,223,2,0,1,223,1,223,4.7900000000000007e-157,430.0,223,1.0,<=>
1800,ZMO1_ZMO0394,ZCP4_0879,100.0,224,0,0,1,224,1,224,1.9e-168,459.0,224,1.0,<=>
1801,ZMO1_ZMO0395,ZCP4_0878,100.0,122,0,0,1,122,1,122,2.61e-88,248.0,122,1.0,<=>
1802,ZMO1_ZMO0397,ZCP4_0877,100.0,148,0,0,1,148,1,148,1.58e-108,301.0,148,1.0,<=>
1803,ZMO1_ZMO0398,ZCP4_0876,100.0,133,0,0,1,133,1,133,3.01e-96,269.0,133,1.0,<=>
1804,ZMO1_ZMO0399,ZCP4_0875,99.7,333,1,0,1,333,1,333,0.0,688.0,333,1.0,<=>
1805,ZMO1_ZMO0400,ZCP4_0874,99.434,884,5,0,1,884,1,884,0.0,1822.0,884,1.0,<=>
1806,ZMO1_ZMO0401,ZCP4_0873,99.561,683,3,0,1,683,1,683,0.0,1392.0,683,1.0,<=>
1811,ZMO1_ZMO0402,ZCP4_0872,100.0,221,0,0,1,221,1,221,1.65e-164,449.0,221,1.0,<=>
1812,ZMO1_ZMO0403,ZCP4_0871,99.728,367,1,0,1,367,1,367,0.0,746.0,367,1.0,<=>
1814,ZMO1_ZMO0405,ZCP4_0869,100.0,773,0,0,1,773,1,773,0.0,1575.0,773,1.0,<=>
1820,ZMO1_ZMO0406,ZCP4_0868,99.267,273,2,0,1,273,1,273,0.0,544.0,273,1.0,<=>
1821,ZMO1_ZMO0407,ZCP4_0867,99.13,230,2,0,1,230,1,230,2.11e-170,464.0,230,1.0,<=>
1822,ZMO1_ZMO0408,ZCP4_0866,100.0,396,0,0,1,396,1,396,0.0,812.0,396,1.0,<=>
1826,ZMO1_ZMO0409,ZCP4_0865,99.681,313,1,0,1,313,1,313,0.0,642.0,313,1.0,<=>
1828,ZMO1_ZMO0410,ZCP4_0864,99.674,307,1,0,1,307,1,307,0.0,632.0,307,1.0,<=>
1829,ZMO1_ZMO0411,ZCP4_0863,99.394,660,4,0,1,660,1,660,0.0,1352.0,660,1.0,<=>
1832,ZMO1_ZMO0412,ZCP4_0862,100.0,208,0,0,1,208,1,208,2.74e-148,407.0,208,1.0,<=>
1833,ZMO1_ZMO0413,ZCP4_0861,100.0,108,0,0,1,108,1,108,2.77e-76,216.0,108,1.0,<=>
1834,ZMO1_ZMO0414,ZCP4_0860,100.0,346,0,0,1,346,1,346,0.0,710.0,346,1.0,<=>
1835,ZMO1_ZMO0416,ZCP4_0859,100.0,233,0,0,1,233,1,233,8.66e-174,473.0,233,1.0,<=>
1867,ZMO1_ZMO0417,ZCP4_0858,99.656,291,1,0,1,291,1,291,0.0,571.0,291,1.0,<=>
1868,ZMO1_ZMO0418,ZCP4_0857,99.507,203,1,0,1,203,1,203,1.42e-154,422.0,203,1.0,<=>
1869,ZMO1_ZMO0419,ZCP4_0856,99.6,250,1,0,1,250,1,250,0.0,499.0,250,1.0,<=>
1870,ZMO1_ZMO0420,ZCP4_0855,99.317,293,2,0,1,293,1,293,0.0,594.0,293,1.0,<=>
1871,ZMO1_ZMO0421,ZCP4_0854,100.0,369,0,0,1,369,1,369,0.0,759.0,369,1.0,<=>
1877,ZMO1_ZMO0422,ZCP4_0853,100.0,135,0,0,1,135,1,135,1.1e-98,275.0,135,1.0,<=>
1879,ZMO1_ZMO0423,ZCP4_0852,100.0,490,0,0,1,490,1,490,0.0,1012.0,490,1.0,<=>
1881,ZMO1_ZMO0425,ZCP4_0851,99.6,250,1,0,1,250,1,250,0.0,500.0,250,1.0,<=>
1908,ZMO1_ZMO0426,ZCP4_0850,98.652,371,5,0,1,371,1,371,0.0,755.0,371,1.0,<=>
1910,ZMO1_ZMO0427,ZCP4_0849,99.509,407,2,0,1,407,1,407,0.0,829.0,407,1.0,<=>
1914,ZMO1_ZMO0428,ZCP4_0848,97.917,144,3,0,1,144,1,144,2e-102,285.0,144,1.0,<=>
1915,ZMO1_ZMO0429,ZCP4_0847,100.0,113,0,0,1,113,1,113,7.85e-83,233.0,113,1.0,<=>
1918,ZMO1_ZMO0430,ZCP4_0846,100.0,222,0,0,1,222,1,222,1.4199999999999998e-170,464.0,222,1.0,<=>
1919,ZMO1_ZMO0431,ZCP4_0845,99.275,276,2,0,1,276,1,276,0.0,553.0,276,1.0,<=>
1921,ZMO1_ZMO0432,ZCP4_0844,99.655,290,1,0,1,290,1,290,0.0,588.0,290,1.0,<=>
1922,ZMO1_ZMO0433,ZCP4_0843,100.0,216,0,0,1,216,1,216,1.9300000000000002e-163,446.0,216,1.0,<=>
1923,ZMO1_ZMO0435,ZCP4_0842,100.0,147,0,0,1,147,1,147,7.32e-99,276.0,147,1.0,<=>
1924,ZMO1_ZMO0436,ZCP4_0841,100.0,132,0,0,1,132,1,132,4.17e-93,261.0,132,1.0,<=>
1925,ZMO1_ZMO0437,ZCP4_0840,100.0,73,0,0,1,73,1,73,1.2e-43,131.0,73,1.0,<=>
1926,ZMO1_ZMO0439,ZCP4_0838,99.465,374,2,0,1,374,1,374,0.0,759.0,374,1.0,<=>
1929,ZMO1_ZMO0440,ZCP4_0837,98.958,96,1,0,1,96,1,96,3.1399999999999996e-67,192.0,96,1.0,<=>
1930,ZMO1_ZMO0441,ZCP4_0836,99.573,234,1,0,1,234,1,234,1.53e-174,475.0,234,1.0,<=>
1931,ZMO1_ZMO0442,ZCP4_0835,99.526,211,1,0,1,211,1,211,4.81e-160,436.0,211,1.0,<=>
1932,ZMO1_ZMO0443,ZCP4_0834,100.0,345,0,0,1,345,1,345,0.0,726.0,345,1.0,<=>
1933,ZMO1_ZMO0444,ZCP4_0833,99.713,348,1,0,1,348,1,348,0.0,715.0,348,1.0,<=>
1934,ZMO1_ZMO0445,ZCP4_0832,99.808,521,1,0,1,521,1,521,0.0,1066.0,521,1.0,<=>
1935,ZMO1_ZMO0446,ZCP4_0831,99.573,468,2,0,1,468,1,468,0.0,938.0,468,1.0,<=>
1936,ZMO1_ZMO0447,ZCP4_0830,98.058,103,2,0,1,103,1,103,7.04e-71,202.0,103,1.0,<=>
1937,ZMO1_ZMO0448,ZCP4_0829,100.0,216,0,0,1,216,1,216,1.82e-165,451.0,216,1.0,<=>
1938,ZMO1_ZMO0449,ZCP4_0827,99.213,254,2,0,1,254,1,254,0.0,518.0,254,1.0,<=>
1939,ZMO1_ZMO0452,ZCP4_0826,100.0,494,0,0,1,494,1,494,0.0,1010.0,494,1.0,<=>
1940,ZMO1_ZMO0453,ZCP4_0825,100.0,454,0,0,1,454,1,454,0.0,907.0,454,1.0,<=>
1953,ZMO1_ZMO0454,ZCP4_0824,99.641,557,2,0,1,557,1,557,0.0,1125.0,557,1.0,<=>
1954,ZMO1_ZMO0457,ZCP4_0822,100.0,164,0,0,1,164,1,164,2.3900000000000002e-121,335.0,164,1.0,<=>
1959,ZMO1_ZMO0458,ZCP4_0821,99.569,232,1,0,1,232,1,232,2.41e-171,467.0,232,1.0,<=>
1990,ZMO1_ZMO0459,ZCP4_0820,99.519,416,2,0,1,416,1,416,0.0,821.0,416,1.0,<=>
1991,ZMO1_ZMO0460,ZCP4_0819,99.549,443,2,0,1,443,1,443,0.0,909.0,443,1.0,<=>
1993,ZMO1_ZMO0462,ZCP4_0818,99.816,544,1,0,1,544,1,544,0.0,1110.0,544,1.0,<=>
1994,ZMO1_ZMO0464,ZCP4_0817,99.16,119,1,0,1,119,1,119,1.54e-78,223.0,119,1.0,<=>
1995,ZMO1_ZMO0465,ZCP4_0816,100.0,249,0,0,1,249,1,249,0.0,509.0,249,1.0,<=>
1996,ZMO1_ZMO0467,ZCP4_0815,99.221,642,5,0,1,642,1,642,0.0,1295.0,642,1.0,<=>
1997,ZMO1_ZMO0468,ZCP4_0814,99.419,516,3,0,1,516,1,516,0.0,1045.0,516,1.0,<=>
1999,ZMO1_ZMO0469,ZCP4_0813,99.301,143,1,0,1,143,1,143,1.37e-105,293.0,143,1.0,<=>
2000,ZMO1_ZMO0471,ZCP4_0812,100.0,319,0,0,1,319,1,319,0.0,642.0,319,1.0,<=>
2009,ZMO1_ZMO0472,ZCP4_0811,100.0,226,0,0,1,226,1,226,9.999999999999999e-169,460.0,226,1.0,<=>
2010,ZMO1_ZMO0473,ZCP4_0810,100.0,139,0,0,1,139,1,139,1.4999999999999998e-101,283.0,139,1.0,<=>
2011,ZMO1_ZMO0474,ZCP4_0809,99.736,379,1,0,1,379,1,379,0.0,773.0,379,1.0,<=>
2013,ZMO1_ZMO0475,ZCP4_0808,99.515,206,1,0,1,206,1,206,2.22e-150,412.0,206,1.0,<=>
2014,ZMO1_ZMO0476,ZCP4_0807,98.762,323,4,0,1,323,1,323,0.0,654.0,323,1.0,<=>
2015,ZMO1_ZMO0477,ZCP4_0806,94.309,123,0,1,1,116,1,123,1.4699999999999998e-82,233.0,116,1.0603448275862069,<=>
2016,ZMO1_ZMO0478,ZCP4_0805,100.0,239,0,0,1,239,1,239,3.58e-179,487.0,239,1.0,<=>
2026,ZMO1_ZMO0479,ZCP4_0804,99.333,450,3,0,1,450,1,450,0.0,920.0,450,1.0,<=>
2027,ZMO1_ZMO0480,ZCP4_0803,100.0,763,0,0,1,763,1,763,0.0,1574.0,763,1.0,<=>
2037,ZMO1_ZMO0481,ZCP4_0802,99.482,193,1,0,1,193,1,193,3.1300000000000003e-148,405.0,193,1.0,<=>
2038,ZMO1_ZMO0482,ZCP4_0801,99.699,332,1,0,1,332,1,332,0.0,672.0,332,1.0,<=>
2039,ZMO1_ZMO0483,ZCP4_0800,98.14,430,8,0,1,430,1,430,0.0,851.0,430,1.0,<=>
2040,ZMO1_ZMO0484,ZCP4_0799,98.723,235,3,0,1,235,1,235,3.67e-176,479.0,235,1.0,<=>
2041,ZMO1_ZMO0485,ZCP4_0798,100.0,392,0,0,1,392,1,392,0.0,813.0,392,1.0,<=>
2042,ZMO1_ZMO0486,ZCP4_0797,98.625,291,4,0,1,291,1,291,0.0,596.0,291,1.0,<=>
2043,ZMO1_ZMO0487,ZCP4_0796,100.0,270,0,0,1,270,1,270,0.0,536.0,270,1.0,<=>
2044,ZMO1_ZMO0488,ZCP4_0795,99.701,334,1,0,1,334,1,334,0.0,699.0,334,1.0,<=>
2045,ZMO1_ZMO0489,ZCP4_0793,94.737,76,4,0,1,76,1,76,1.6399999999999998e-48,144.0,76,1.0,<=>
2046,ZMO1_ZMO0490,ZCP4_0792,98.401,688,11,0,1,688,1,688,0.0,1394.0,688,1.0,<=>
2048,ZMO1_ZMO0491,ZCP4_0791,98.831,599,7,0,1,599,1,599,0.0,1216.0,599,1.0,<=>
2049,ZMO1_ZMO0492,ZCP4_0790,100.0,112,0,0,1,112,1,112,9.13e-77,218.0,112,1.0,<=>
2050,ZMO1_ZMO0493,ZCP4_0789,100.0,470,0,0,1,470,1,470,0.0,976.0,470,1.0,<=>
2051,ZMO1_ZMO0494,ZCP4_0788,100.0,416,0,0,1,416,1,416,0.0,840.0,416,1.0,<=>
2056,ZMO1_ZMO0495,ZCP4_0787,99.298,1425,10,0,1,1425,1,1425,0.0,2870.0,1425,1.0,<=>
2058,ZMO1_ZMO0496,ZCP4_0786,99.855,690,1,0,1,690,1,690,0.0,1416.0,690,1.0,<=>
2061,ZMO1_ZMO0497,ZCP4_0785,100.0,233,0,0,1,233,1,233,1.05e-174,475.0,233,1.0,<=>
2063,ZMO1_ZMO0498,ZCP4_0784,99.778,450,1,0,1,450,1,450,0.0,923.0,450,1.0,<=>
2065,ZMO1_ZMO0499,ZCP4_0783,99.858,702,1,0,1,702,1,702,0.0,1430.0,702,1.0,<=>
2070,ZMO1_ZMO0500,ZCP4_0782,98.628,656,9,0,1,656,1,656,0.0,1322.0,656,1.0,<=>
2071,ZMO1_ZMO0501,ZCP4_0781,100.0,148,0,0,1,148,1,148,6.88e-109,302.0,150,0.9866666666666667,<=>
2072,ZMO1_ZMO0502,ZCP4_0780,99.261,541,4,0,1,541,1,541,0.0,1091.0,541,1.0,<=>
2073,ZMO1_ZMO0503,ZCP4_0779,99.486,389,2,0,1,389,1,389,0.0,800.0,389,1.0,<=>
2076,ZMO1_ZMO0505,ZCP4_0778,99.543,219,1,0,1,219,1,219,4.63e-164,447.0,219,1.0,<=>
2079,ZMO1_ZMO0506,ZCP4_0777,98.561,139,2,0,1,139,1,139,3.38e-98,274.0,139,1.0,<=>
2080,ZMO1_ZMO0507,ZCP4_0776,100.0,161,0,0,1,161,1,161,6.630000000000001e-122,336.0,161,1.0,<=>
2081,ZMO1_ZMO0508,ZCP4_0775,99.301,143,1,0,1,143,1,143,7.06e-108,299.0,143,1.0,<=>
2083,ZMO1_ZMO0509,ZCP4_0774,100.0,239,0,0,1,239,1,239,7.370000000000001e-173,471.0,239,1.0,<=>
2084,ZMO1_ZMO0510,ZCP4_0773,99.773,440,1,0,1,440,1,440,0.0,888.0,440,1.0,<=>
2086,ZMO1_ZMO0511,ZCP4_0772,100.0,149,0,0,1,149,1,149,1.0800000000000001e-110,306.0,149,1.0,<=>
2087,ZMO1_ZMO0512,ZCP4_0771,99.785,466,1,0,1,466,1,466,0.0,952.0,466,1.0,<=>
2089,ZMO1_ZMO0513,ZCP4_0770,99.574,235,1,0,1,235,1,235,2.4299999999999998e-172,469.0,235,1.0,<=>
2091,ZMO1_ZMO2002,ZCP4_0769,100.0,123,0,0,1,123,1,123,5.03e-88,247.0,123,1.0,<=>
2092,ZMO1_ZMO0514,ZCP4_0768,100.0,156,0,0,1,156,1,156,2.15e-113,314.0,156,1.0,<=>
2093,ZMO1_ZMO0515,ZCP4_0767,100.0,690,0,0,1,690,1,690,0.0,1423.0,690,1.0,<=>
2101,ZMO1_ZMO0516,ZCP4_0766,100.0,397,0,0,1,397,1,397,0.0,805.0,397,1.0,<=>
2108,ZMO1_ZMO2003,ZCP4_0765,100.0,123,0,0,1,123,1,123,1.26e-88,249.0,123,1.0,<=>
2109,ZMO1_ZMO0517,ZCP4_0764,100.0,242,0,0,1,242,1,242,1.1500000000000001e-179,489.0,242,1.0,<=>
2110,ZMO1_ZMO0518,ZCP4_0763,100.0,207,0,0,1,207,1,207,2.1699999999999998e-150,412.0,207,1.0,<=>
2111,ZMO1_ZMO0519,ZCP4_0762,100.0,103,0,0,1,103,1,103,2.2600000000000001e-72,206.0,103,1.0,<=>
2112,ZMO1_ZMO0520,ZCP4_0761,100.0,278,0,0,1,278,1,278,0.0,567.0,278,1.0,<=>
2113,ZMO1_ZMO2004,ZCP4_0760,100.0,91,0,0,1,91,1,91,8.36e-66,189.0,91,1.0,<=>
2114,ZMO1_ZMO0521,ZCP4_0759,100.0,126,0,0,1,126,1,126,1.76e-88,249.0,126,1.0,<=>
2115,ZMO1_ZMO0522,ZCP4_0758,100.0,231,0,0,1,231,1,231,6.81e-173,471.0,231,1.0,<=>
2116,ZMO1_ZMO0523,ZCP4_0757,100.0,143,0,0,1,143,1,143,3.63e-102,285.0,143,1.0,<=>
2117,ZMO1_ZMO0524,ZCP4_0756,100.0,67,0,0,1,67,1,67,2.57e-44,132.0,67,1.0,<=>
2118,ZMO1_ZMO0525,ZCP4_0755,100.0,83,0,0,1,83,1,83,4.18e-58,169.0,83,1.0,<=>
2119,ZMO1_ZMO0526,ZCP4_0754,100.0,123,0,0,1,123,1,123,1.51e-86,244.0,123,1.0,<=>
2120,ZMO1_ZMO0527,ZCP4_0753,99.048,105,1,0,1,105,1,105,3.45e-72,206.0,105,1.0,<=>
2121,ZMO1_ZMO0528,ZCP4_0752,100.0,192,0,0,1,192,1,192,9.32e-141,386.0,192,1.0,<=>
2122,ZMO1_ZMO0529,ZCP4_0751,100.0,101,0,0,1,101,1,101,1.04e-71,204.0,101,1.0,<=>
2123,ZMO1_ZMO0530,ZCP4_0750,100.0,131,0,0,1,131,1,131,1.52e-93,262.0,131,1.0,<=>
2124,ZMO1_ZMO0531,ZCP4_0749,100.0,177,0,0,1,177,1,177,3.09e-130,358.0,177,1.0,<=>
2125,ZMO1_ZMO0532,ZCP4_0748,100.0,118,0,0,1,118,1,118,8.95e-82,231.0,118,1.0,<=>
2126,ZMO1_ZMO0533,ZCP4_0747,100.0,233,0,0,1,233,1,233,1.1e-166,455.0,233,1.0,<=>
2127,ZMO1_ZMO0534,ZCP4_0746,100.0,58,0,0,1,58,1,58,1.2899999999999999e-38,117.0,58,1.0,<=>
2128,ZMO1_ZMO0536,ZCP4_0745,100.0,163,0,0,1,163,1,163,4.3799999999999996e-114,317.0,163,1.0,<=>
