Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX2036305	SRR4045432	2021-11-23 01:32:04	2016-08-25 13:14:38	15473052	3125556504	15473052	202	2098		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR004/4045/SRR4045432/SRR4045432.lite.1	NREL011_R1	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082441	PRJNA339578		339578	SRS1629974	SAMN05597731	simple	542	Zymomonas mobilis	NREL8b_3							no					NATIONAL RENEWABLE ENERGY LAB	SRA453686		public	630064BC8648F5B4C453AFC85AFF8B81	F70B5F8BA0C248D98B3A1E7D4F844811		
SRX2036307	SRR4045434	2021-11-23 01:32:04	2016-08-25 13:14:58	16122699	3256785198	16122699	202	2177		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR004/4045/SRR4045434/SRR4045434.lite.1	NREL012_R1	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082441	PRJNA339578		339578	SRS1629975	SAMN05597732	simple	542	Zymomonas mobilis	NREL8b_4							no					NATIONAL RENEWABLE ENERGY LAB	SRA453686		public	7146BCD9D2A1F980AF1F4F98BFB54347	53C0B046A8B088066A36D9C278FB7E57		
SRX2037533	SRR4046622	2021-11-23 01:32:04	2016-08-23 17:15:52	36895710	1844785500	0	50	1111		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR004/4046/SRR4046622/SRR4046622.lite.1	9966X1	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082500	PRJNA339579		339579	SRS1631278	SAMN05597786	simple	542	Zymomonas mobilis	9966X1							no					NATIONAL RENEWABLE ENERGY LAB	SRA453918		public	523A291E142D97D3F68266E02B351DAF	F51FCF2762151A9588393D5A4F10FB4D		
SRX2037535	SRR4046623	2021-11-23 01:32:04	2016-08-23 17:15:46	38550121	1927506050	0	50	1161		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR004/4046/SRR4046623/SRR4046623.lite.1	9966X2	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082500	PRJNA339579		339579	SRS1631279	SAMN05597787	simple	542	Zymomonas mobilis	9966X2							no					NATIONAL RENEWABLE ENERGY LAB	SRA453918		public	8B9D8E9270C7EFE345167E97788316A9	BB65EFA11EC80A75E64D65D59CBC6CE8		
SRX2037536	SRR4046624	2021-11-23 01:32:04	2016-08-23 17:18:14	48685855	2434292750	0	50	1479		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR004/4046/SRR4046624/SRR4046624.lite.1	9966X3	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082500	PRJNA339579		339579	SRS1631280	SAMN05597788	simple	542	Zymomonas mobilis	9966X3							no					NATIONAL RENEWABLE ENERGY LAB	SRA453918		public	E42C79EA0B236EA726E5F51BBB247005	0E5572CD5E119C33BA1C0E339E2037F3		
SRX2037537	SRR4046625	2021-11-23 01:32:04	2016-08-23 17:24:18	58540743	2927037150	0	50	1765		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR004/4046/SRR4046625/SRR4046625.lite.1	9966X4	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082500	PRJNA339579		339579	SRS1631281	SAMN05597789	simple	542	Zymomonas mobilis	9966X4							no					NATIONAL RENEWABLE ENERGY LAB	SRA453918		public	FC846B1970E637A26203205F34720992	52636BC9D23BA8883E9F7313D322D919		
SRX2037538	SRR4046626	2021-11-23 01:32:04	2016-08-23 17:22:20	49097767	2454888350	0	50	1474		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR004/4046/SRR4046626/SRR4046626.lite.1	9966X5	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082500	PRJNA339579		339579	SRS1631282	SAMN05597790	simple	542	Zymomonas mobilis	9966X5							no					NATIONAL RENEWABLE ENERGY LAB	SRA453918		public	88A251A4E16C3ED93F1F3BDDF2F4B4ED	0A3D625477DD783AA3F7FE3DCEFAF4DE		
SRX2037540	SRR4046628	2021-11-23 01:32:04	2016-08-23 17:25:07	40599173	2029958650	0	50	1219		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR004/4046/SRR4046628/SRR4046628.lite.1	9966X6	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082500	PRJNA339579		339579	SRS1631283	SAMN05597791	simple	542	Zymomonas mobilis	9966X6							no					NATIONAL RENEWABLE ENERGY LAB	SRA453918		public	403888E59151FD9DC99250597F0BEE14	E04A6606EFDE2433E0C2E42AC6991444		
SRX2037541	SRR4046629	2021-11-23 01:32:04	2016-08-23 17:15:06	42112459	2105622950	0	50	1284		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR004/4046/SRR4046629/SRR4046629.lite.1	9966X7	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082500	PRJNA339579		339579	SRS1631284	SAMN05597792	simple	542	Zymomonas mobilis	9966X7							no					NATIONAL RENEWABLE ENERGY LAB	SRA453918		public	C4B32B9A05A5B92E4EFCD32D7958F728	1A10F4E63160B7D338BF2426F55D4009		
SRX2037542	SRR4046631	2021-11-23 01:30:28	2016-08-23 17:17:56	48235348	2411767400	0	50	1458		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR004/4046/SRR4046631/SRR4046631.lite.1	9966X8	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082500	PRJNA339579		339579	SRS1631286	SAMN05597793	simple	542	Zymomonas mobilis	9966X8							no					NATIONAL RENEWABLE ENERGY LAB	SRA453918		public	4F31D6F8BD3612299919B3D6144BF946	51FC58C4C65FA9AEF791FF03BAFD97E6		
SRX2037691	SRR4046829	2021-11-23 01:32:05	2016-08-25 14:24:20	17360891	3506899982	17360891	202	2344		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR004/4046/SRR4046829/SRR4046829.lite.1	NREL001R1	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082510	PRJNA339727		339727	SRS1631413	SAMN04957187	simple	542	Zymomonas mobilis	8b-beta21_DCS-1							no					NATIONAL RENEWABLE ENERGY LAB	SRA453931		public	CFFF1D72498B9DEB494E5F2E21CE9213	A8BA05EBA2986B4963E5768765189BA7		
SRX2037693	SRR4046831	2021-11-23 01:32:05	2016-08-25 14:23:11	17495753	3534142106	17495753	202	2364		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR004/4046/SRR4046831/SRR4046831.lite.1	NREL006R1	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082510	PRJNA339727		339727	SRS1631414	SAMN04957192	simple	542	Zymomonas mobilis	8b-beta21_CS -2							no					NATIONAL RENEWABLE ENERGY LAB	SRA453931		public	5ED3D14E8FA99E7FA2F3C19F16A0D1C1	5D0F76831876CC263D9AC23B17C00848		
SRX2037695	SRR4046833	2021-11-23 01:32:05	2016-08-25 14:23:36	15074813	3045112226	15074813	202	2037		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR004/4046/SRR4046833/SRR4046833.lite.1	NREL007R1	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082510	PRJNA339727		339727	SRS1631415	SAMN04957193	simple	542	Zymomonas mobilis	8b-22C-beta21_CS-1							no					NATIONAL RENEWABLE ENERGY LAB	SRA453931		public	BDC2A13AA3D327CEEEDD386EA493EEBA	DF67DC3BDD6871182470F2F8C60674C4		
SRX2037697	SRR4046835	2021-11-23 01:32:05	2016-08-25 14:21:04	15868699	3205477198	15868699	202	2145		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR004/4046/SRR4046835/SRR4046835.lite.1	NREL008R1	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082510	PRJNA339727		339727	SRS1631416	SAMN04957194	simple	542	Zymomonas mobilis	8b-22C-beta21_CS-2							no					NATIONAL RENEWABLE ENERGY LAB	SRA453931		public	0610A9FC3A63DDE122257EA512A99844	B2F2D69EC3F743F7A33AFD7EDE5C93AD		
SRX2037699	SRR4046837	2021-11-23 01:32:05	2016-08-25 14:19:23	16502828	3333571256	16502828	202	2222		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR004/4046/SRR4046837/SRR4046837.lite.1	NREL002R1	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082510	PRJNA339727		339727	SRS1631417	SAMN04957188	simple	542	Zymomonas mobilis	8b-beta21_DCS-2							no					NATIONAL RENEWABLE ENERGY LAB	SRA453931		public	FB377C39FAD675A09E7823110950AB06	4B399B5A95CB854279B95D150A497718		
SRX2037713	SRR4046851	2021-11-23 01:32:05	2016-08-25 14:27:58	17264498	3487428596	17264498	202	2307		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR004/4046/SRR4046851/SRR4046851.lite.1	NREL003R1	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082510	PRJNA339727		339727	SRS1631430	SAMN04957189	simple	542	Zymomonas mobilis	8b-22C-beta21_DCS -1							no					NATIONAL RENEWABLE ENERGY LAB	SRA453931		public	28EE17268BE3BC31E16E0E613FE866D2	BD70B94B1B84CB2D071979310BFC023B		
SRX2037715	SRR4046853	2021-11-23 01:32:05	2016-08-25 14:20:08	17969097	3629757594	17969097	202	2406		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR004/4046/SRR4046853/SRR4046853.lite.1	NREL004R1	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082510	PRJNA339727		339727	SRS1631431	SAMN04957190	simple	542	Zymomonas mobilis	8b-22C-beta21_DCS -2							no					NATIONAL RENEWABLE ENERGY LAB	SRA453931		public	2E3FA3C43AA5AFCD2DFF36CD72508EF5	C85172938A21387BDA3876D8CE6E4D75		
SRX2037717	SRR4046855	2021-11-23 01:32:05	2016-08-25 14:14:46	13464928	2719915456	13464928	202	1820		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR004/4046/SRR4046855/SRR4046855.lite.1	NREL005R1	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP082510	PRJNA339727		339727	SRS1631432	SAMN04957191	simple	542	Zymomonas mobilis	8b-beta21_CS -1							no					NATIONAL RENEWABLE ENERGY LAB	SRA453931		public	5D0C8198ADC0CD52138F5F3A6318DA09	8BE0B6FB34CF5E6190346CC819D01C4D		
SRX2116174	SRR4136140	2016-09-03 10:37:20	2016-09-03 10:42:21	3645705	1101002910	3645705	302	576		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/136/SRR4136140.sralite.1	XAWX	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP084776	PRJNA258930		258930	SRS1667510	SAMN03079744	simple	542	Zymomonas mobilis	1044533							no					JGI	SRA460608		public	A4A965B2832BF303F815346B5E38C37C	F7CFFF441FEEFF8777D2E01AB2F3C76C		
SRX2116175	SRR4136141	2016-09-03 10:37:23	2016-09-03 10:43:15	3909093	1180546086	3909093	302	625		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/136/SRR4136141.sralite.1	XAWY	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP084776	PRJNA258930		258930	SRS1667510	SAMN03079744	simple	542	Zymomonas mobilis	1044533							no					JGI	SRA460608		public	A01EA56D5E63A35E7FE41648E1002D8D	24D92932534A0E7D89F08EC5CA4B4F76		
SRX2116176	SRR4136142	2016-09-03 10:37:27	2016-09-03 10:42:36	3471822	1048490244	3471822	302	525		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/136/SRR4136142.sralite.1	XAWW	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP084776	PRJNA258930		258930	SRS1667510	SAMN03079744	simple	542	Zymomonas mobilis	1044533							no					JGI	SRA460608		public	62132C6AED12E5234DD1C3A19D5E934D	30A8CCF986AD95BE7D0F9FC8F3E5F5F9		
SRX21659709	SRR25941046	2023-09-07 21:36:37	2023-09-07 14:32:50	10250710	3075213000	10250710	300	1001		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25941/SRR25941046/SRR25941046.lite.1	GSM7766133	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP459113	PRJNA1013959	3.0	1013959	SRS18827624	SAMN37316357	simple	542	Zymomonas mobilis	GSM7766133							no					HUBEI UNIVERSITY	SRA1707247		public	52429183E2BBE136DB3464587B66C73F	EB4AE8DADF864599535A50A89E5DECB2		
SRX21659710	SRR25941045	2023-09-07 21:36:37	2023-09-07 14:33:15	11218530	3365559000	11218530	300	1097		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25941/SRR25941045/SRR25941045.lite.1	GSM7766134	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP459113	PRJNA1013959	3.0	1013959	SRS18827625	SAMN37316356	simple	542	Zymomonas mobilis	GSM7766134							no					HUBEI UNIVERSITY	SRA1707247		public	F71DB99200E72C4D60A13321AFA06600	566290C299D51E23D33F803FFA3EE922		
SRX21659711	SRR25941044	2023-09-07 21:36:37	2023-09-07 14:37:14	25122588	7536776400	25122588	300	2476		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25941/SRR25941044/SRR25941044.lite.1	GSM7766135	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP459113	PRJNA1013959	3.0	1013959	SRS18827626	SAMN37316355	simple	542	Zymomonas mobilis	GSM7766135							no					HUBEI UNIVERSITY	SRA1707247		public	6045F6133F7054C2BF1A6DFDE869781A	9B96927A24C1FBA2912B310A17F51AF8		
SRX22720559	SRR27028741	2024-03-20 20:54:23	2023-12-02 19:51:40	18141718	3628343600	18141718	200	2335		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27028/SRR27028741/SRR27028741.lite.1	AC-3QC-2-1A	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	BGISEQ-500	SRP475473	PRJNA1047928		1047928	SRS19711358	SAMN38600164	simple	542	Zymomonas mobilis	AC-3QC-2-1A							no					HUBEI UNIVERSITY	SRA1761675		public	72B517D9763C7540E6A0F76B3BA05D70	EB77CEFE0DB9355DD9023B3ACDA9D71A		
SRX22720560	SRR27028740	2024-03-20 20:54:23	2023-12-02 19:52:32	18112321	3622464200	18112321	200	2318		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27028/SRR27028740/SRR27028740.lite.1	AC-3QC-2-2A	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	BGISEQ-500	SRP475473	PRJNA1047928		1047928	SRS19711359	SAMN38600165	simple	542	Zymomonas mobilis	AC-3QC-2-2A							no					HUBEI UNIVERSITY	SRA1761675		public	582B5482752905BA1F46E5A465AA2BDC	B0F3528EC945F0EC04248889F2F786B7		
SRX22720561	SRR27028739	2024-03-20 20:54:23	2023-12-02 19:52:25	18098862	3619772400	18098862	200	2310		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27028/SRR27028739/SRR27028739.lite.1	RM-3QC-2-1A	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	BGISEQ-500	SRP475473	PRJNA1047928		1047928	SRS19711360	SAMN38600174	simple	542	Zymomonas mobilis	RM-3QC-2-1A							no					HUBEI UNIVERSITY	SRA1761675		public	4E81034DFB00B8C544F99CEDF531ABF6	553242A1879721B45661DCD6F93AD185		
SRX22720562	SRR27028738	2024-03-20 20:54:23	2023-12-02 19:51:47	18035347	3607069400	18035347	200	2291		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27028/SRR27028738/SRR27028738.lite.1	RM-3QC-2-2A	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	BGISEQ-500	SRP475473	PRJNA1047928		1047928	SRS19711361	SAMN38600175	simple	542	Zymomonas mobilis	RM-3QC-2-2A							no					HUBEI UNIVERSITY	SRA1761675		public	249D30A0BFF0DD7D0C35E7474BEDFE6E	39F8BA820A18E80070B15304DCD9DC01		
SRX22720563	SRR27028737	2024-03-20 20:54:23	2023-12-02 19:53:18	18044459	3608891800	18044459	200	2320		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27028/SRR27028737/SRR27028737.lite.1	RM-ZM4-1-1A	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	BGISEQ-500	SRP475473	PRJNA1047928		1047928	SRS19711362	SAMN38600176	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	RM-ZM4-1-1A							no					HUBEI UNIVERSITY	SRA1761675		public	9C5E271A89240982155A1D9BD54A9AF3	B0B6CC4AAC9B388E4AADC683BD0B34C4		
SRX22720564	SRR27028736	2024-03-20 20:54:23	2023-12-02 19:51:32	18145433	3629086600	18145433	200	2336		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27028/SRR27028736/SRR27028736.lite.1	RM-ZM4-1-2A	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	BGISEQ-500	SRP475473	PRJNA1047928		1047928	SRS19711363	SAMN38600177	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	RM-ZM4-1-2A							no					HUBEI UNIVERSITY	SRA1761675		public	E7FC4614E694CC5B6037CC6D3B4798F1	E100C4A9C3BFC1633950DCEDC121721E		
SRX22720565	SRR27028735	2024-03-20 20:54:23	2023-12-02 19:53:14	18052198	3610439600	18052198	200	2291		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27028/SRR27028735/SRR27028735.lite.1	RM28115474-1A	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	BGISEQ-500	SRP475473	PRJNA1047928		1047928	SRS19711364	SAMN38600178	simple	542	Zymomonas mobilis	RM28115474-1A							no					HUBEI UNIVERSITY	SRA1761675		public	01CAE4D8610C986EBBE41830CF921D6C	63069B0177EF78D586938DC1ABF7DD49		
SRX22720566	SRR27028734	2024-03-20 20:54:23	2023-12-02 19:52:22	18117383	3623476600	18117383	200	2309		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27028/SRR27028734/SRR27028734.lite.1	RM28115474-2A	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	BGISEQ-500	SRP475473	PRJNA1047928		1047928	SRS19711365	SAMN38600179	simple	542	Zymomonas mobilis	RM28115474-2A							no					HUBEI UNIVERSITY	SRA1761675		public	91BFADA72E7B2B98F5345324F6A1EE27	6FDFE937AE80DB929AD26983F2D57494		
SRX22720567	SRR27028733	2024-03-20 20:54:23	2023-12-02 19:51:47	18023669	3604733800	18023669	200	2305		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27028/SRR27028733/SRR27028733.lite.1	RM2819633-1A	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	BGISEQ-500	SRP475473	PRJNA1047928		1047928	SRS19711366	SAMN38600180	simple	542	Zymomonas mobilis	RM2819633-1A							no					HUBEI UNIVERSITY	SRA1761675		public	D8AFB485FB56A9E35A571A3376AB2598	76D0CAF6873F7DC1452760876D81886B		
SRX22720568	SRR27028732	2024-03-20 20:54:23	2023-12-02 19:50:54	18036853	3607370600	18036853	200	2299		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27028/SRR27028732/SRR27028732.lite.1	RM2819633-2A	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	BGISEQ-500	SRP475473	PRJNA1047928		1047928	SRS19711367	SAMN38600181	simple	542	Zymomonas mobilis	RM2819633-2A							no					HUBEI UNIVERSITY	SRA1761675		public	2C0814067BA53A481F2E2E609B301A99	6F3247DDA888F9382EB17A683CC2844B		
SRX22720569	SRR27028731	2024-03-20 20:54:23	2023-12-02 19:51:32	18089662	3617932400	18089662	200	2303		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27028/SRR27028731/SRR27028731.lite.1	RM96315475-1A	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	BGISEQ-500	SRP475473	PRJNA1047928		1047928	SRS19711368	SAMN38600182	simple	542	Zymomonas mobilis	RM96315475-1A							no					HUBEI UNIVERSITY	SRA1761675		public	08C745BBADCE0417669204E3BAB06BED	617DF6D7BC46C6AD4AFF34E87B8AEC9E		
SRX22720570	SRR27028730	2024-03-20 20:54:23	2023-12-02 19:51:02	18118096	3623619200	18118096	200	2292		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27028/SRR27028730/SRR27028730.lite.1	RM96315475-2A	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	BGISEQ-500	SRP475473	PRJNA1047928		1047928	SRS19711369	SAMN38600183	simple	542	Zymomonas mobilis	RM96315475-2A							no					HUBEI UNIVERSITY	SRA1761675		public	8A27DBE71FEDA23578A3F600EA41E433	49A5469C67A927870D5918CED1E15DAA		
SRX22720571	SRR27028729	2024-03-20 20:54:23	2023-12-02 19:51:04	18133871	3626774200	18133871	200	2305		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27028/SRR27028729/SRR27028729.lite.1	AC-ZM4-1-1A	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	BGISEQ-500	SRP475473	PRJNA1047928		1047928	SRS19711370	SAMN38600166	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	AC-ZM4-1-1A							no					HUBEI UNIVERSITY	SRA1761675		public	F15F13181A853C3248C0584E55EC4D23	8E806558D714B52184DEE8CDB54369C7		
SRX22720572	SRR27028728	2024-03-20 20:54:23	2023-12-02 19:51:40	18065206	3613041200	18065206	200	2632		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27028/SRR27028728/SRR27028728.lite.1	RM-3QC-2-3A	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	BGISEQ-500	SRP475473	PRJNA1047928		1047928	SRS19711371	SAMN38600184	simple	542	Zymomonas mobilis	RM-3QC-2-3A							no					HUBEI UNIVERSITY	SRA1761675		public	5E5A2D4C2759EB2F3F053E788DC27F86	DDC0EB3822B8F61D5F1EDA60D45AB1E0		
SRX22720573	SRR27028727	2024-03-20 20:54:23	2023-12-02 19:48:56	18026792	3605358400	18026792	200	2292		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27028/SRR27028727/SRR27028727.lite.1	AC-ZM4-1-2A	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	BGISEQ-500	SRP475473	PRJNA1047928		1047928	SRS19711372	SAMN38600167	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	AC-ZM4-1-2A							no					HUBEI UNIVERSITY	SRA1761675		public	29CB767E2A9EFAAB3AD825C5611DD25C	55E70645CDE85B503E5822289E38FDB4		
SRX22720574	SRR27028726	2024-03-20 20:54:23	2023-12-02 19:52:26	18081492	3616298400	18081492	200	2312		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27028/SRR27028726/SRR27028726.lite.1	AC28115474-1A	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	BGISEQ-500	SRP475473	PRJNA1047928		1047928	SRS19711373	SAMN38600168	simple	542	Zymomonas mobilis	AC28115474-1A							no					HUBEI UNIVERSITY	SRA1761675		public	8D589F44F532D83930A3F70F3F01A7C7	0A2CC1FE89291DF74846276B46603D12		
SRX22720575	SRR27028725	2024-03-20 20:54:23	2023-12-02 19:51:01	18013629	3602725800	18013629	200	2302		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27028/SRR27028725/SRR27028725.lite.1	AC28115474-2A	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	BGISEQ-500	SRP475473	PRJNA1047928		1047928	SRS19711374	SAMN38600169	simple	542	Zymomonas mobilis	AC28115474-2A							no					HUBEI UNIVERSITY	SRA1761675		public	69AB313FCC4EB35D0622DA7470AD05D3	A9908042AEDD5D456BC1FDF6C75E2DE3		
