,imodulon,GO_term,pvalue,qvalue,precision,recall,f1score,TP,target_set_size,imodulon_size
191,31, 5.8S rRNA,4.826146414910725e-22,2.4249192032010526e-19,0.23577235772357724,0.20863309352517986,0.22137404580152675,29.0,337.0,123.0
192,31, LSU-rRNA),4.826146414910725e-22,2.4249192032010526e-19,0.23577235772357724,0.20863309352517986,0.22137404580152675,29.0,337.0,123.0
193,31,rRNA export from nucleus,6.5352542528942676e-21,3.010029187978885e-18,0.10569105691056911,0.8666666666666667,0.18840579710144928,13.0,20.0,123.0
194,31,ribosomal small subunit assembly,3.318544047996634e-19,1.4108917656367226e-16,0.11382113821138211,0.6363636363636364,0.1931034482758621,14.0,34.0,123.0
195,31,rRNA binding,1.6531761290151505e-17,6.5265031893333834e-15,0.13008130081300814,0.4,0.19631901840490798,16.0,78.0,123.0
196,31,maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA,4.117450638021963e-17,1.5171433117564926e-14,0.14634146341463414,0.3050847457627119,0.1978021978021978,18.0,94.0,123.0
197,31,small ribosomal subunit,2.046031279169365e-15,7.067759299980675e-13,0.08943089430894309,0.6470588235294118,0.15714285714285714,11.0,22.0,123.0
198,31,90S preribosome,5.88640272897911e-15,1.913773404886326e-12,0.13821138211382114,0.26153846153846155,0.18085106382978722,17.0,83.0,123.0
199,31,ribosomal large subunit assembly,3.503499370552143e-13,1.0757689456134274e-10,0.0975609756097561,0.3870967741935484,0.15584415584415587,12.0,47.0,123.0
200,31,ribosome biogenesis,3.437651070620801e-09,9.999946035432193e-07,0.14634146341463414,0.11180124223602485,0.1267605633802817,18.0,200.0,123.0
201,31,ribosomal subunit,5.4520677681899414e-09,1.5066789277392904e-06,0.04878048780487805,0.6666666666666666,0.0909090909090909,6.0,9.0,123.0
202,31,maintenance of translational fidelity,1.3400813582444258e-08,3.5269665081033053e-06,0.04878048780487805,0.6,0.09022556390977443,6.0,11.0,123.0
203,31,maturation of LSU-rRNA,2.934199483763457e-07,7.371509339436648e-05,0.04878048780487805,0.4,0.08695652173913045,6.0,15.0,123.0
204,31,large ribosomal subunit,7.01369345226702e-07,0.00016854210308991224,0.04878048780487805,0.35294117647058826,0.08571428571428573,6.0,19.0,123.0
205,31,translational elongation,1.2544405289742502e-05,0.0028888720015169504,0.04065040650406504,0.3125,0.07194244604316546,5.0,48.0,123.0
206,31,regulation of translational fidelity,3.291583082604988e-05,0.006913044858342928,0.032520325203252036,0.4,0.06015037593984963,4.0,25.0,123.0
207,31,endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA,3.377098085313173e-05,0.006913044858342928,0.024390243902439025,0.75,0.04724409448818898,3.0,5.0,123.0
208,31, large subunit precursor,3.17332393544253e-05,0.006913044858342928,0.056910569105691054,0.15555555555555556,0.08333333333333333,7.0,98.0,123.0
209,31,preribosome,3.9129592894752775e-05,0.007723902140332093,0.06504065040650407,0.12698412698412698,0.08602150537634409,8.0,127.0,123.0
210,31,rRNA processing,4.1726111522822146e-05,0.007952421323677173,0.10569105691056911,0.07647058823529412,0.08873720136518772,13.0,270.0,123.0
211,31,protein kinase activator activity,7.513630790820568e-05,0.013842612460288426,0.032520325203252036,0.3333333333333333,0.05925925925925926,4.0,17.0,123.0
212,31,large ribosomal subunit rRNA binding,0.00014714772904545636,0.026235016078523785,0.032520325203252036,0.2857142857142857,0.058394160583941604,4.0,15.0,123.0
213,31,cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA,0.00028233162095819754,0.04818466659425572,0.024390243902439025,0.42857142857142855,0.04615384615384615,3.0,9.0,123.0
214,31,small-subunit processome,0.00028769567534113244,0.04818466659425572,0.04878048780487805,0.13333333333333333,0.07142857142857142,6.0,88.0,123.0
215,31,response to cycloheximide,0.00042223462907820235,0.06863796455633013,0.016260162601626018,1.0,0.032,2.0,2.0,123.0
216,35,mitochondrial electron transport,6.593205393161324e-23,3.644064620800264e-19,0.30952380952380953,0.52,0.3880597014925373,13.0,64.0,42.0
217,35,proton transmembrane transport,9.847195817598954e-18,2.721272564193471e-14,0.3333333333333333,0.2,0.25,14.0,99.0,42.0
218,35,mitochondrial inner membrane,1.963810075213721e-16,3.617992761902079e-13,0.42857142857142855,0.09090909090909091,0.15000000000000002,18.0,511.0,42.0
219,35,oxidative phosphorylation,1.81574952749204e-14,2.5089119096121262e-11,0.16666666666666666,0.7777777777777778,0.2745098039215686,7.0,9.0,42.0
220,35,cytochrome-c oxidase activity,6.021367840137922e-14,6.656020010488459e-11,0.16666666666666666,0.7,0.2692307692307692,7.0,21.0,42.0
221,35,mitochondrial respiratory chain complex IV,1.647358707562118e-13,1.3007073680994037e-10,0.16666666666666666,0.6363636363636364,0.2641509433962264,7.0,30.0,42.0
222,35, cytochrome c to oxygen,1.647358707562118e-13,1.3007073680994037e-10,0.16666666666666666,0.6363636363636364,0.2641509433962264,7.0,33.0,42.0
223,35,oxidoreductase activity,1.1263729444514369e-11,7.781829079978864e-09,0.35714285714285715,0.06666666666666667,0.11235955056179775,15.0,597.0,42.0
224,35,mitochondrion,1.3528265291222484e-11,8.307858029398519e-09,0.6190476190476191,0.02763018065887354,0.052899287894201424,26.0,3157.0,42.0
225,35,tricarboxylic acid cycle,2.2376890108694954e-08,1.2367707163075702e-05,0.14285714285714285,0.2222222222222222,0.17391304347826086,6.0,76.0,42.0
226,35,succinate dehydrogenase (ubiquinone) activity,3.1599136253918535e-08,1.3434494313492903e-05,0.09523809523809523,0.6666666666666666,0.16666666666666666,4.0,18.0,42.0
227,35, succinate dehydrogenase complex (ubiquinone),3.1599136253918535e-08,1.3434494313492903e-05,0.09523809523809523,0.6666666666666666,0.16666666666666666,4.0,11.0,42.0
228,35,mitochondrial respiratory chain complex II,3.1599136253918535e-08,1.3434494313492903e-05,0.09523809523809523,0.6666666666666666,0.16666666666666666,4.0,11.0,42.0
229,35,cellular respiration,7.335516827066845e-08,2.8959572502284608e-05,0.09523809523809523,0.5714285714285714,0.16326530612244897,4.0,14.0,42.0
230,35, ubiquinol to cytochrome c,2.6139131872288836e-07,9.631398790542692e-05,0.09523809523809523,0.4444444444444444,0.1568627450980392,4.0,20.0,42.0
231,35,electron transfer activity,4.334301633154543e-07,0.0001409157948614421,0.09523809523809523,0.4,0.15384615384615385,4.0,23.0,42.0
232,35,respirasome,4.334301633154543e-07,0.0001409157948614421,0.09523809523809523,0.4,0.15384615384615385,4.0,10.0,42.0
233,35,ATP biosynthetic process,6.776308466231313e-07,0.00020807031607144702,0.09523809523809523,0.36363636363636365,0.1509433962264151,4.0,11.0,42.0
234,35,mitochondrial proton-transporting ATP synthase complex,1.0112626951550473e-06,0.00026615471029152124,0.09523809523809523,0.3333333333333333,0.14814814814814814,4.0,24.0,42.0
235,35,proton-transporting ATP synthase activity,1.0112626951550473e-06,0.00026615471029152124,0.09523809523809523,0.3333333333333333,0.14814814814814814,4.0,39.0,42.0
236,35,proton-transporting ATP synthase complex,1.0112626951550473e-06,0.00026615471029152124,0.09523809523809523,0.3333333333333333,0.14814814814814814,4.0,20.0,42.0
237,35,proton motive force-driven ATP synthesis,1.4532641491276904e-06,0.00036509958873767024,0.09523809523809523,0.3076923076923077,0.14545454545454545,4.0,52.0,42.0
238,35,aerobic respiration,2.0152982177081168e-06,0.0004842849238814244,0.11904761904761904,0.16129032258064516,0.136986301369863,5.0,31.0,42.0
239,35, succinate to ubiquinone,6.408494692290775e-06,0.001362298083241966,0.07142857142857142,0.5,0.125,3.0,10.0,42.0
240,35,mitochondrial respiratory chain complex III,6.408494692290775e-06,0.001362298083241966,0.07142857142857142,0.5,0.125,3.0,16.0,42.0
241,35,ubiquinol-cytochrome-c reductase activity,6.408494692290775e-06,0.001362298083241966,0.07142857142857142,0.5,0.125,3.0,13.0,42.0
242,35,mitochondrial membrane,7.283610372720514e-06,0.001490982019630603,0.14285714285714285,0.08695652173913043,0.1081081081081081,6.0,73.0,42.0
243,35, rotational mechanism,2.4182398488333002e-05,0.004773432730179161,0.09523809523809523,0.16,0.11940298507462685,4.0,84.0,42.0
244,35,membrane,2.5298376191877245e-05,0.004821521559051915,0.5476190476190477,0.015688949522510234,0.03050397877984085,23.0,2450.0,42.0
245,35,fumarate reductase (menaquinone),4.845315415651498e-05,0.008926686100768608,0.047619047619047616,1.0,0.0909090909090909,2.0,2.0,42.0
246,35,quinone binding,0.00014470908456206473,0.02580022936692038,0.047619047619047616,0.6666666666666666,0.08888888888888889,2.0,3.0,42.0
247,35, catalytic core F(1),0.0004780596322647333,0.0825698621102244,0.047619047619047616,0.4,0.0851063829787234,2.0,12.0,42.0
248,35,heme binding,0.0005220293657373491,0.08743200922516146,0.07142857142857142,0.13043478260869565,0.0923076923076923,3.0,55.0,42.0
249,35,monoatomic ion transport,0.0005428439252942607,0.08824406985592291,0.11904761904761904,0.05154639175257732,0.07194244604316545,5.0,102.0,42.0
250,37,sulfate assimilation,3.9659089810575846e-14,2.191957893830527e-10,0.12280701754385964,0.875,0.2153846153846154,7.0,21.0,57.0
251,37,methionine biosynthetic process,6.274141568982127e-13,1.1559060150588073e-09,0.15789473684210525,0.36,0.21951219512195122,9.0,37.0,57.0
252,37,hydrogen sulfide biosynthetic process,5.832298020138299e-13,1.1559060150588073e-09,0.10526315789473684,1.0,0.1904761904761905,6.0,6.0,57.0
253,37,cysteine biosynthetic process,4.792048861997243e-11,6.62141351506469e-08,0.10526315789473684,0.6666666666666666,0.18181818181818182,6.0,13.0,57.0
254,37,amino acid biosynthetic process,9.167322104392693e-11,1.0133557854195683e-07,0.19298245614035087,0.14285714285714285,0.16417910447761194,11.0,84.0,57.0
255,37,sulfur amino acid metabolic process,3.728695331999987e-08,3.434749849993988e-05,0.07017543859649122,0.8,0.12903225806451613,4.0,6.0,57.0
256,37,transsulfuration,2.573078456699423e-07,0.00020316292328825304,0.07017543859649122,0.5714285714285714,0.125,4.0,14.0,57.0
257,37, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin),8.288352609906692e-07,0.0005726215609369286,0.05263157894736842,1.0,0.1,3.0,8.0,57.0
258,37,transmembrane transport,1.4383180771551332e-05,0.008832871124929358,0.17543859649122806,0.050505050505050504,0.0784313725490196,10.0,352.0,57.0
259,37,amino acid transport,2.009119984027223e-05,0.011104406151718463,0.08771929824561403,0.1388888888888889,0.1075268817204301,5.0,66.0,57.0
260,37,transmembrane transporter activity,4.0235170041122266e-05,0.02007274461117916,0.12280701754385964,0.07,0.08917197452229299,7.0,237.0,57.0
261,37,oxidoreductase activity,4.358113539608284e-05,0.02007274461117916,0.17543859649122806,0.044444444444444446,0.07092198581560283,10.0,597.0,57.0
262,37,amino acid transmembrane transport,4.8322533322621386e-05,0.020544510898009877,0.07017543859649122,0.18181818181818182,0.10126582278481013,4.0,22.0,57.0
263,37,cysteine biosynthetic process via cystathionine,8.981560282671044e-05,0.026126886148590982,0.03508771929824561,1.0,0.06779661016949151,2.0,5.0,57.0
264,37,sulfite reductase complex (NADPH),8.981560282671044e-05,0.026126886148590982,0.03508771929824561,1.0,0.06779661016949151,2.0,4.0,57.0
265,37,sulfite reductase (NADPH) activity,8.981560282671044e-05,0.026126886148590982,0.03508771929824561,1.0,0.06779661016949151,2.0,5.0,57.0
266,37,glutathione hydrolase complex,8.981560282671044e-05,0.026126886148590982,0.03508771929824561,1.0,0.06779661016949151,2.0,3.0,57.0
267,37,methionine import across plasma membrane,8.981560282671044e-05,0.026126886148590982,0.03508771929824561,1.0,0.06779661016949151,2.0,4.0,57.0
268,37,catalytic activity,7.587307843085882e-05,0.026126886148590982,0.15789473684210525,0.046632124352331605,0.072,9.0,258.0,57.0
269,37,L-amino acid transmembrane transporter activity,0.00026778913796212506,0.05920282262066661,0.03508771929824561,0.6666666666666666,0.06666666666666667,2.0,3.0,57.0
270,37,glutathione hydrolase activity,0.00026778913796212506,0.05920282262066661,0.03508771929824561,0.6666666666666666,0.06666666666666667,2.0,6.0,57.0
271,37,cysteine-S-conjugate beta-lyase activity,0.00026778913796212506,0.05920282262066661,0.03508771929824561,0.6666666666666666,0.06666666666666667,2.0,6.0,57.0
272,37,'de novo' L-methionine biosynthetic process,0.00026778913796212506,0.05920282262066661,0.03508771929824561,0.6666666666666666,0.06666666666666667,2.0,3.0,57.0
273,37,cysteine synthase activity,0.00026778913796212506,0.05920282262066661,0.03508771929824561,0.6666666666666666,0.06666666666666667,2.0,5.0,57.0
274,37,omega peptidase activity,0.00026778913796212506,0.05920282262066661,0.03508771929824561,0.6666666666666666,0.06666666666666667,2.0,7.0,57.0
275,38,amino acid biosynthetic process,5.437618852056549e-54,3.0053719395316544e-50,0.3333333333333333,0.5584415584415584,0.41747572815533973,43.0,84.0,129.0
276,38,catalytic activity,2.850149814539485e-16,7.876389012479867e-13,0.21705426356589147,0.14507772020725387,0.17391304347826086,28.0,258.0,129.0
277,38,arginine biosynthetic process,7.860530076092156e-16,1.4481716576853783e-12,0.06976744186046512,1.0,0.13043478260869565,9.0,33.0,129.0
278,38,lyase activity,6.56576929819414e-15,8.531392581026084e-12,0.13953488372093023,0.2465753424657534,0.1782178217821782,18.0,76.0,129.0
279,38,lysine biosynthetic process via aminoadipic acid,7.717923449453667e-15,8.531392581026084e-12,0.06976744186046512,0.9,0.12949640287769784,9.0,23.0,129.0
280,38,lysine biosynthetic process,3.867900501887052e-14,3.5629810123216234e-11,0.06201550387596899,1.0,0.1167883211678832,8.0,14.0,129.0
281,38,amino acid metabolic process,1.4281991235614732e-11,1.1276652222748946e-08,0.07751937984496124,0.43478260869565216,0.13157894736842105,10.0,34.0,129.0
282,38,pyridoxal phosphate binding,1.8584817579277867e-11,1.2839785845083596e-08,0.08527131782945736,0.3548387096774194,0.1375,11.0,48.0,129.0
283,38,isoleucine biosynthetic process,5.795548661926566e-10,3.203199745446813e-07,0.05426356589147287,0.6363636363636364,0.1,7.0,17.0,129.0
284,38,branched-chain amino acid biosynthetic process,5.795548661926566e-10,3.203199745446813e-07,0.05426356589147287,0.6363636363636364,0.1,7.0,30.0,129.0
285,38,aromatic amino acid family biosynthetic process,2.469982198059395e-09,1.2410537826067525e-06,0.046511627906976744,0.75,0.08759124087591241,6.0,18.0,129.0
286,38,valine biosynthetic process,2.5894311011064328e-08,1.1926488079846046e-05,0.03875968992248062,0.8333333333333334,0.07407407407407408,5.0,10.0,129.0
287,38,methionine biosynthetic process,3.069257716646191e-08,1.3049067230694998e-05,0.06201550387596899,0.32,0.1038961038961039,8.0,37.0,129.0
288,38,transaminase activity,1.3845457290194224e-07,5.465988745921677e-05,0.046511627906976744,0.46153846153846156,0.08450704225352114,6.0,22.0,129.0
289,38,ornithine biosynthetic process,2.0933565581137107e-07,7.713321131129653e-05,0.031007751937984496,1.0,0.06015037593984962,4.0,6.0,129.0
290,38,NAD binding,1.96715468277251e-06,0.0006795289957302288,0.046511627906976744,0.3157894736842105,0.08108108108108109,6.0,27.0,129.0
291,38,organonitrogen compound biosynthetic process,4.914878296007262e-06,0.001597913667178361,0.03875968992248062,0.38461538461538464,0.0704225352112676,5.0,13.0,129.0
292,38,biosynthetic process,8.927863566016303e-06,0.002741350107187339,0.046511627906976744,0.25,0.07843137254901962,6.0,33.0,129.0
293,38,chorismate biosynthetic process,9.90024740455516e-06,0.002879929863419809,0.023255813953488372,1.0,0.04545454545454545,3.0,7.0,129.0
294,38,histidine biosynthetic process,1.3695006882395097e-05,0.0037846151519498853,0.031007751937984496,0.5,0.0583941605839416,4.0,44.0,129.0
295,38,glutamine metabolic process,1.583049564770383e-05,0.0041664356878504324,0.03875968992248062,0.3125,0.06896551724137931,5.0,18.0,129.0
296,38,oxidoreductase activity,2.3715149655386813e-05,0.005957892370241951,0.12403100775193798,0.07111111111111111,0.09039548022598869,16.0,597.0,129.0
297,38,tryptophan biosynthetic process,9.588879062533522e-05,0.02304249329505338,0.023255813953488372,0.6,0.04477611940298507,3.0,18.0,129.0
298,38, NAD or NADP as acceptor,0.00014333322561906433,0.033008447416523694,0.05426356589147287,0.12962962962962962,0.07650273224043715,7.0,75.0,129.0
299,38,threonine biosynthetic process,0.00018874203786831706,0.041727089731927534,0.023255813953488372,0.5,0.04444444444444444,3.0,21.0,129.0
300,38,asparagine synthase (glutamine-hydrolyzing) activity,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,10.0,129.0
301,38,transsulfuration,0.00032507542389016676,0.051357993343516165,0.023255813953488372,0.42857142857142855,0.04411764705882353,3.0,14.0,129.0
302,38,transferase activity,0.00029017942687719153,0.051357993343516165,0.1937984496124031,0.044964028776978415,0.072992700729927,25.0,596.0,129.0
303,38,2-aminoadipate transaminase activity,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,5.0,129.0
304,38,sulfur compound metabolic process,0.00032507542389016676,0.051357993343516165,0.023255813953488372,0.42857142857142855,0.04411764705882353,3.0,8.0,129.0
305,38,small molecule biosynthetic process,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,2.0,129.0
306,38,saccharopine dehydrogenase activity,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,2.0,129.0
307,38,L-asparagine biosynthetic process,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,2.0,129.0
308,38,L-phenylalanine:2-oxoglutarate aminotransferase activity,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,2.0,129.0
309,38,S-adenosylmethionine-homocysteine S-methyltransferase activity,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,2.0,129.0
310,38,acetolactate synthase activity,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,7.0,129.0
311,38,carbamoyl-phosphate synthase complex,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,3.0,129.0
312,38,methione N-acyltransferase activity,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,2.0,129.0
313,38,metabolic process,0.000390752273551967,0.051357993343516165,0.06201550387596899,0.0963855421686747,0.07547169811320754,8.0,86.0,129.0
314,38,lysine biosynthetic process via diaminopimelate,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,3.0,129.0
315,38,acetolactate synthase complex,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,4.0,129.0
316,38,acetyl-CoA:L-glutamate N-acetyltransferase activity,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,9.0,129.0
317,38,anthranilate synthase activity,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,7.0,129.0
318,38,anthranilate synthase complex,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,2.0,129.0
319,38,arginine biosynthetic process via ornithine,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,4.0,129.0
320,38,aromatic amino acid metabolic process,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,2.0,129.0
321,38,aromatic-amino-acid:2-oxoglutarate aminotransferase activity,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,6.0,129.0
322,38,asparagine biosynthetic process,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,10.0,129.0
323,38,metal ion binding,0.00040623274646208666,0.051357993343516165,0.20155038759689922,0.04318936877076412,0.07113543091655267,26.0,671.0,129.0
324,38,cystathionine beta-lyase activity,0.00046461003567501504,0.051357993343516165,0.015503875968992248,1.0,0.030534351145038167,2.0,6.0,129.0
325,38,L-methionine salvage from methylthioadenosine,0.0007557364010483301,0.08190108016851216,0.023255813953488372,0.3333333333333333,0.04347826086956522,3.0,31.0,129.0
326,38,iron-sulfur cluster binding,0.0008459152379193862,0.08991102923039321,0.03875968992248062,0.14285714285714285,0.06097560975609755,5.0,54.0,129.0
327,38,ligase activity,0.0008636324241438585,0.09006219638194539,0.05426356589147287,0.09722222222222222,0.06965174129353234,7.0,80.0,129.0
328,43,cellular_component,8.53137533529453e-21,4.7152911478172864e-17,0.4230769230769231,0.08576998050682261,0.14262560777957858,44.0,514.0,104.0
329,43,biological_process,1.044189294982817e-12,2.8856171166850148e-09,0.41346153846153844,0.05381727158948686,0.09523809523809525,43.0,799.0,104.0
330,43,molecular_function,3.0992768767385726e-06,0.005709901099244697,0.4423076923076923,0.03241719520789288,0.06040709126723571,46.0,1419.0,104.0
331,43,thiamine biosynthetic process,1.0296810686672253e-05,0.014227618166309386,0.038461538461538464,0.4444444444444444,0.07079646017699116,4.0,37.0,104.0
332,43,aryl-alcohol dehydrogenase (NADP+) activity,2.037123186251001e-05,0.022518359700818565,0.028846153846153848,0.75,0.05555555555555555,3.0,5.0,104.0
333,43,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,3.0502366769143895e-05,0.028097763522176387,0.04807692307692308,0.22727272727272727,0.07936507936507936,5.0,30.0,104.0
334,43,cellular aldehyde metabolic process,9.928583794801003e-05,0.07839326090552164,0.028846153846153848,0.5,0.05454545454545455,3.0,8.0,104.0
335,44,membrane,1.3790934561980784e-13,7.62224953240678e-10,0.6111111111111112,0.03751705320600273,0.07069408740359898,55.0,2450.0,90.0
336,44,endoplasmic reticulum,1.0530282320553886e-12,2.910043519285066e-09,0.36666666666666664,0.05935251798561151,0.1021671826625387,33.0,1111.0,90.0
337,44,endoplasmic reticulum membrane,2.768271307224401e-11,5.1000785050097554e-08,0.26666666666666666,0.07453416149068323,0.11650485436893206,24.0,494.0,90.0
338,45,nucleosome,1.267779571923951e-14,3.5035088470118386e-11,0.46153846153846156,0.5454545454545454,0.4999999999999999,6.0,28.0,13.0
339,45,structural constituent of chromatin,1.267779571923951e-14,3.5035088470118386e-11,0.46153846153846156,0.5454545454545454,0.4999999999999999,6.0,11.0,13.0
340,45,replication fork protection complex,2.0248611530951565e-12,3.7304691977189775e-09,0.46153846153846156,0.2727272727272727,0.3428571428571428,6.0,28.0,13.0
341,45,protein heterodimerization activity,4.791630506024639e-12,6.620835451699545e-09,0.46153846153846156,0.24,0.3157894736842105,6.0,25.0,13.0
342,45,cellular anatomical entity,1.802500176381453e-08,1.9924836949720582e-05,0.46153846153846156,0.06521739130434782,0.1142857142857143,6.0,92.0,13.0
343,45,chromatin organization,1.0407070543722301e-07,9.586646482525527e-05,0.46153846153846156,0.04878048780487805,0.08823529411764706,6.0,152.0,13.0
344,45,chromosome,1.4226290407925427e-06,0.0011232672440657692,0.46153846153846156,0.031413612565445025,0.058823529411764705,6.0,403.0,13.0
345,45,cupric reductase activity,4.38948434867384e-06,0.003032584999390039,0.15384615384615385,1.0,0.2666666666666667,2.0,4.0,13.0
346,45,CENP-A containing nucleosome,1.3152250251535666e-05,0.008076943015581957,0.15384615384615385,0.6666666666666666,0.25,2.0,4.0,13.0
347,45,sexual sporulation resulting in formation of a cellular spore,2.6272135699688084e-05,0.014520609401217605,0.15384615384615385,0.5,0.23529411764705882,2.0,4.0,13.0
348,45,DNA binding,4.887613699585825e-05,0.02455803719782805,0.46153846153846156,0.017045454545454544,0.03287671232876712,6.0,643.0,13.0
349,45,global genome nucleotide-excision repair,9.161349928714099e-05,0.04219565088000236,0.15384615384615385,0.2857142857142857,0.2,2.0,8.0,13.0
350,45,rRNA transcription,0.0001220010556689514,0.05186921805248418,0.15384615384615385,0.25,0.1904761904761905,2.0,9.0,13.0
351,47,glucose transmembrane transport,1.744393636465475e-10,9.64126362874468e-07,0.08860759493670886,0.5,0.15053763440860216,7.0,14.0,79.0
352,47,carbohydrate:proton symporter activity,9.57453166308412e-10,2.6459218250932963e-06,0.08860759493670886,0.4117647058823529,0.14583333333333334,7.0,17.0,79.0
353,47,mannose transmembrane transporter activity,7.119968843274092e-09,5.621723970967987e-06,0.0759493670886076,0.46153846153846156,0.13043478260869568,6.0,13.0,79.0
354,47,mannose transmembrane transport,7.119968843274092e-09,5.621723970967987e-06,0.0759493670886076,0.46153846153846156,0.13043478260869568,6.0,13.0,79.0
355,47,fructose transmembrane transport,7.119968843274092e-09,5.621723970967987e-06,0.0759493670886076,0.46153846153846156,0.13043478260869568,6.0,13.0,79.0
356,47,fructose transmembrane transporter activity,7.119968843274092e-09,5.621723970967987e-06,0.0759493670886076,0.46153846153846156,0.13043478260869568,6.0,13.0,79.0
357,47,glucose transmembrane transporter activity,7.119968843274092e-09,5.621723970967987e-06,0.0759493670886076,0.46153846153846156,0.13043478260869568,6.0,16.0,79.0
358,47,carbohydrate transport,1.1323501790108373e-08,7.823124299241123e-06,0.08860759493670886,0.30434782608695654,0.1372549019607843,7.0,41.0,79.0
359,47,glycogen biosynthetic process,1.560965343049194e-07,9.586061612258772e-05,0.06329113924050633,0.45454545454545453,0.11111111111111112,5.0,29.0,79.0
360,47,hexose transmembrane transport,4.258931601397303e-07,0.00023539114960922895,0.06329113924050633,0.38461538461538464,0.10869565217391305,5.0,13.0,79.0
361,47,carbohydrate metabolic process,1.1795223013588036e-06,0.0005926563417827371,0.11392405063291139,0.10843373493975904,0.1111111111111111,9.0,152.0,79.0
362,47,maltose metabolic process,1.9205160826623727e-06,0.0008845576990729112,0.05063291139240506,0.5,0.09195402298850573,4.0,8.0,79.0
363,47,proton transmembrane transport,3.227267391893578e-06,0.0013720851442304465,0.10126582278481013,0.11428571428571428,0.10738255033557047,8.0,99.0,79.0
364,47,transmembrane transporter activity,5.6937919942465255e-06,0.0022478277394428962,0.11392405063291139,0.09,0.1005586592178771,9.0,237.0,79.0
365,47,pentose transmembrane transport,8.874438354376203e-06,0.0028852365167433692,0.0379746835443038,0.75,0.07228915662650602,3.0,4.0,79.0
366,47,pentose transmembrane transporter activity,8.874438354376203e-06,0.0028852365167433692,0.0379746835443038,0.75,0.07228915662650602,3.0,4.0,79.0
367,47,sucrose alpha-glucosidase activity,8.874438354376203e-06,0.0028852365167433692,0.0379746835443038,0.75,0.07228915662650602,3.0,4.0,79.0
368,47,transmembrane transport,5.131718150049296e-05,0.015757225675179145,0.13924050632911392,0.05555555555555555,0.07942238267148015,11.0,352.0,79.0
369,47,cellular_component,9.471140320490814e-05,0.027551048711238278,0.22784810126582278,0.03508771929824561,0.060810810810810814,18.0,514.0,79.0
370,47,cell periphery,0.00014424930112232393,0.03986329436515422,0.13924050632911392,0.04954954954954955,0.07308970099667775,11.0,228.0,79.0
371,47,energy reserve metabolic process,0.0001733846317726165,0.04355894817305689,0.02531645569620253,1.0,0.04938271604938272,2.0,4.0,79.0
372,47,sucrose catabolic process,0.0001733846317726165,0.04355894817305689,0.02531645569620253,1.0,0.04938271604938272,2.0,5.0,79.0
373,48,DNA repair,5.983900247886928e-14,3.307301667007105e-10,0.16560509554140126,0.15853658536585366,0.161993769470405,26.0,307.0,157.0
374,48,mitotic sister chromatid cohesion,2.8266120714352103e-13,7.811342459411204e-10,0.07643312101910828,0.48,0.13186813186813187,12.0,73.0,157.0
375,48,DNA damage response,5.055152208724228e-11,9.313275419206271e-08,0.1464968152866242,0.13609467455621302,0.1411042944785276,23.0,223.0,157.0
376,48,DNA replication,1.7261572763205712e-10,1.9080942532447596e-07,0.09554140127388536,0.21739130434782608,0.13274336283185842,15.0,132.0,157.0
377,48,cell cycle,1.600019764097853e-10,1.9080942532447596e-07,0.17197452229299362,0.10931174089068826,0.13366336633663367,27.0,252.0,157.0
