,gene_id,database,kegg_id
2961,ZMO1_ZMO1017,KEGG_pathway,map02010
2963,ZMO1_ZMO1018,KEGG_pathway,map02010
2964,ZMO1_ZMO1019,KEGG_pathway,-
2970,ZMO1_ZMO1020,KEGG_pathway,map00330
2971,ZMO1_ZMO1020,KEGG_pathway,map00480
2972,ZMO1_ZMO1020,KEGG_pathway,map01100
2973,ZMO1_ZMO1020,KEGG_pathway,map01110
2974,ZMO1_ZMO1020,KEGG_pathway,map01130
2975,ZMO1_ZMO1021,KEGG_pathway,-
2979,ZMO1_ZMO1022,KEGG_pathway,map00730
2980,ZMO1_ZMO1022,KEGG_pathway,map01100
2981,ZMO1_ZMO1022,KEGG_pathway,map04122
2984,ZMO1_ZMO1023,KEGG_pathway,map00790
2985,ZMO1_ZMO1023,KEGG_pathway,map01100
2989,ZMO1_ZMO1025,KEGG_pathway,map00230
2990,ZMO1_ZMO1025,KEGG_pathway,map00240
2991,ZMO1_ZMO1025,KEGG_pathway,map01100
2992,ZMO1_ZMO1026,KEGG_pathway,-
2993,ZMO1_ZMO1027,KEGG_pathway,-
2994,ZMO1_ZMO1029,KEGG_pathway,-
2996,ZMO1_ZMO1030,KEGG_pathway,map02010
2997,ZMO1_ZMO1032,KEGG_pathway,-
2998,ZMO1_ZMO1033,KEGG_pathway,-
2999,ZMO1_ZMO1034,KEGG_pathway,-
3007,ZMO1_ZMO1036,KEGG_pathway,map00220
3008,ZMO1_ZMO1036,KEGG_pathway,map00250
3009,ZMO1_ZMO1036,KEGG_pathway,map01100
3010,ZMO1_ZMO1036,KEGG_pathway,map01110
3011,ZMO1_ZMO1036,KEGG_pathway,map01130
3012,ZMO1_ZMO1036,KEGG_pathway,map01230
3013,ZMO1_ZMO1036,KEGG_pathway,map05418
3017,ZMO1_ZMO1039,KEGG_pathway,map00230
3018,ZMO1_ZMO1039,KEGG_pathway,map00240
3019,ZMO1_ZMO1039,KEGG_pathway,map01100
3020,ZMO1_ZMO1040,KEGG_pathway,-
3022,ZMO1_ZMO1041,KEGG_pathway,map00230
3023,ZMO1_ZMO1042,KEGG_pathway,-
3024,ZMO1_ZMO1043,KEGG_pathway,-
3025,ZMO1_ZMO1044,KEGG_pathway,-
3026,ZMO1_ZMO1045,KEGG_pathway,-
3030,ZMO1_ZMO1047,KEGG_pathway,map02010
3031,ZMO1_ZMO1047,KEGG_pathway,map02020
3032,ZMO1_ZMO1047,KEGG_pathway,map05152
3034,ZMO1_ZMO1048,KEGG_pathway,map02010
3036,ZMO1_ZMO1049,KEGG_pathway,map02010
3038,ZMO1_ZMO1050,KEGG_pathway,map02010
3043,ZMO1_ZMO1052,KEGG_pathway,map00230
3044,ZMO1_ZMO1052,KEGG_pathway,map01100
3045,ZMO1_ZMO1052,KEGG_pathway,map01110
3046,ZMO1_ZMO1052,KEGG_pathway,map01130
3047,ZMO1_ZMO1054,KEGG_pathway,-
3048,ZMO1_ZMO1055,KEGG_pathway,-
3050,ZMO1_ZMO1056,KEGG_pathway,map03018
3051,ZMO1_ZMO1057,KEGG_pathway,-
3054,ZMO1_ZMO1059,KEGG_pathway,map00790
3055,ZMO1_ZMO1059,KEGG_pathway,map01100
3063,ZMO1_ZMO1060,KEGG_pathway,map04013
3064,ZMO1_ZMO1060,KEGG_pathway,map04068
3065,ZMO1_ZMO1060,KEGG_pathway,map04146
3066,ZMO1_ZMO1060,KEGG_pathway,map04211
3067,ZMO1_ZMO1060,KEGG_pathway,map04212
3068,ZMO1_ZMO1060,KEGG_pathway,map04213
3069,ZMO1_ZMO1060,KEGG_pathway,map05016
3070,ZMO1_ZMO1061,KEGG_pathway,-
3071,ZMO1_ZMO1063,KEGG_pathway,-
3072,ZMO1_ZMO1064,KEGG_pathway,-
3073,ZMO1_ZMO1065,KEGG_pathway,-
3074,ZMO1_ZMO1067,KEGG_pathway,-
3075,ZMO1_ZMO1068,KEGG_pathway,-
3076,ZMO1_ZMO1069,KEGG_pathway,-
3080,ZMO1_ZMO1070,KEGG_pathway,map02024
3081,ZMO1_ZMO1070,KEGG_pathway,map03060
3082,ZMO1_ZMO1070,KEGG_pathway,map03070
3083,ZMO1_ZMO1071,KEGG_pathway,-
3090,ZMO1_ZMO1072,KEGG_pathway,map00300
3091,ZMO1_ZMO1072,KEGG_pathway,map01100
3092,ZMO1_ZMO1072,KEGG_pathway,map01110
3093,ZMO1_ZMO1072,KEGG_pathway,map01120
3094,ZMO1_ZMO1072,KEGG_pathway,map01130
3095,ZMO1_ZMO1072,KEGG_pathway,map01230
3099,ZMO1_ZMO1075,KEGG_pathway,map02024
3100,ZMO1_ZMO1075,KEGG_pathway,map03060
3101,ZMO1_ZMO1075,KEGG_pathway,map03070
3103,ZMO1_ZMO1076,KEGG_pathway,map03010
3104,ZMO1_ZMO1077,KEGG_pathway,-
3105,ZMO1_ZMO1078,KEGG_pathway,-
3107,ZMO1_ZMO1079,KEGG_pathway,map03010
3108,ZMO1_ZMO1081,KEGG_pathway,-
3112,ZMO1_ZMO1084,KEGG_pathway,map00500
3113,ZMO1_ZMO1084,KEGG_pathway,map01100
3114,ZMO1_ZMO1084,KEGG_pathway,map02026
3115,ZMO1_ZMO1085,KEGG_pathway,-
3116,ZMO1_ZMO1086,KEGG_pathway,-
3117,ZMO1_ZMO1087,KEGG_pathway,-
3118,ZMO1_ZMO1088,KEGG_pathway,-
3121,ZMO1_ZMO1089,KEGG_pathway,map00550
3122,ZMO1_ZMO1089,KEGG_pathway,map01100
3125,ZMO1_ZMO1090,KEGG_pathway,map00240
3126,ZMO1_ZMO1090,KEGG_pathway,map01100
3133,ZMO1_ZMO1091,KEGG_pathway,map00230
3134,ZMO1_ZMO1091,KEGG_pathway,map00240
3135,ZMO1_ZMO1091,KEGG_pathway,map01100
3136,ZMO1_ZMO1091,KEGG_pathway,map03030
3137,ZMO1_ZMO1091,KEGG_pathway,map03430
3138,ZMO1_ZMO1091,KEGG_pathway,map03440
3141,ZMO1_ZMO1092,KEGG_pathway,map00450
3142,ZMO1_ZMO1092,KEGG_pathway,map00970
3143,ZMO1_ZMO1093,KEGG_pathway,-
3145,ZMO1_ZMO1094,KEGG_pathway,map00440
3151,ZMO1_ZMO1095,KEGG_pathway,map00230
3152,ZMO1_ZMO1095,KEGG_pathway,map00240
3153,ZMO1_ZMO1095,KEGG_pathway,map00760
3154,ZMO1_ZMO1095,KEGG_pathway,map00770
3155,ZMO1_ZMO1095,KEGG_pathway,map01100
3157,ZMO1_ZMO1096,KEGG_pathway,map03018
3160,ZMO1_ZMO1097,KEGG_pathway,map04621
3161,ZMO1_ZMO1097,KEGG_pathway,map05418
3162,ZMO1_ZMO1098,KEGG_pathway,-
3163,ZMO1_ZMO1099,KEGG_pathway,-
3166,ZMO1_ZMO1100,KEGG_pathway,map00520
3167,ZMO1_ZMO1100,KEGG_pathway,map01100
3168,ZMO1_ZMO1101,KEGG_pathway,-
3169,ZMO1_ZMO1102,KEGG_pathway,-
3170,ZMO1_ZMO1105,KEGG_pathway,-
3171,ZMO1_ZMO1107,KEGG_pathway,-
3172,ZMO1_ZMO1109,KEGG_pathway,-
3173,ZMO1_ZMO1111,KEGG_pathway,-
3174,ZMO1_ZMO1112,KEGG_pathway,-
3176,ZMO1_ZMO1113,KEGG_pathway,map00190
3178,ZMO1_ZMO1114,KEGG_pathway,map03410
3180,ZMO1_ZMO1115,KEGG_pathway,map00550
3188,ZMO1_ZMO1116,KEGG_pathway,map00250
3189,ZMO1_ZMO1116,KEGG_pathway,map00910
3190,ZMO1_ZMO1116,KEGG_pathway,map01100
3191,ZMO1_ZMO1116,KEGG_pathway,map01110
3192,ZMO1_ZMO1116,KEGG_pathway,map01120
3193,ZMO1_ZMO1116,KEGG_pathway,map01130
3194,ZMO1_ZMO1116,KEGG_pathway,map01230
3202,ZMO1_ZMO1117,KEGG_pathway,map00250
3203,ZMO1_ZMO1117,KEGG_pathway,map00910
3204,ZMO1_ZMO1117,KEGG_pathway,map01100
3205,ZMO1_ZMO1117,KEGG_pathway,map01110
3206,ZMO1_ZMO1117,KEGG_pathway,map01120
3207,ZMO1_ZMO1117,KEGG_pathway,map01130
3208,ZMO1_ZMO1117,KEGG_pathway,map01230
3218,ZMO1_ZMO1118,KEGG_pathway,map00480
3219,ZMO1_ZMO1118,KEGG_pathway,map00980
3220,ZMO1_ZMO1118,KEGG_pathway,map00982
3221,ZMO1_ZMO1118,KEGG_pathway,map00983
3222,ZMO1_ZMO1118,KEGG_pathway,map01524
3223,ZMO1_ZMO1118,KEGG_pathway,map05200
3224,ZMO1_ZMO1118,KEGG_pathway,map05204
3225,ZMO1_ZMO1118,KEGG_pathway,map05225
3226,ZMO1_ZMO1118,KEGG_pathway,map05418
3227,ZMO1_ZMO1121,KEGG_pathway,-
3228,ZMO1_ZMO1122,KEGG_pathway,-
3230,ZMO1_ZMO1124,KEGG_pathway,map02020
3232,ZMO1_ZMO1125,KEGG_pathway,map02020
3234,ZMO1_ZMO1126,KEGG_pathway,map05111
3235,ZMO1_ZMO1127,KEGG_pathway,-
3240,ZMO1_ZMO1128,KEGG_pathway,map00900
3241,ZMO1_ZMO1128,KEGG_pathway,map01100
3242,ZMO1_ZMO1128,KEGG_pathway,map01110
3243,ZMO1_ZMO1128,KEGG_pathway,map01130
3244,ZMO1_ZMO1129,KEGG_pathway,-
3246,ZMO1_ZMO1130,KEGG_pathway,map00760
3247,ZMO1_ZMO1131,KEGG_pathway,-
3250,ZMO1_ZMO1132,KEGG_pathway,map00785
3251,ZMO1_ZMO1132,KEGG_pathway,map01100
3253,ZMO1_ZMO1133,KEGG_pathway,map00910
3254,ZMO1_ZMO1135,KEGG_pathway,-
3255,ZMO1_ZMO1136,KEGG_pathway,-
3263,ZMO1_ZMO1137,KEGG_pathway,map00260
3264,ZMO1_ZMO1137,KEGG_pathway,map00680
3265,ZMO1_ZMO1137,KEGG_pathway,map01100
3266,ZMO1_ZMO1137,KEGG_pathway,map01120
3267,ZMO1_ZMO1137,KEGG_pathway,map01130
3268,ZMO1_ZMO1137,KEGG_pathway,map01200
3269,ZMO1_ZMO1137,KEGG_pathway,map01230
3273,ZMO1_ZMO1138,KEGG_pathway,map00908
3274,ZMO1_ZMO1138,KEGG_pathway,map01100
3275,ZMO1_ZMO1138,KEGG_pathway,map01110
3285,ZMO1_ZMO1139,KEGG_pathway,map00290
3286,ZMO1_ZMO1139,KEGG_pathway,map00650
3287,ZMO1_ZMO1139,KEGG_pathway,map00660
3288,ZMO1_ZMO1139,KEGG_pathway,map00770
3289,ZMO1_ZMO1139,KEGG_pathway,map01100
3290,ZMO1_ZMO1139,KEGG_pathway,map01110
3291,ZMO1_ZMO1139,KEGG_pathway,map01130
3292,ZMO1_ZMO1139,KEGG_pathway,map01210
3293,ZMO1_ZMO1139,KEGG_pathway,map01230
3303,ZMO1_ZMO1140,KEGG_pathway,map00290
3304,ZMO1_ZMO1140,KEGG_pathway,map00650
3305,ZMO1_ZMO1140,KEGG_pathway,map00660
3306,ZMO1_ZMO1140,KEGG_pathway,map00770
3307,ZMO1_ZMO1140,KEGG_pathway,map01100
3308,ZMO1_ZMO1140,KEGG_pathway,map01110
3309,ZMO1_ZMO1140,KEGG_pathway,map01130
3310,ZMO1_ZMO1140,KEGG_pathway,map01210
3311,ZMO1_ZMO1140,KEGG_pathway,map01230
3319,ZMO1_ZMO1141,KEGG_pathway,map00290
3320,ZMO1_ZMO1141,KEGG_pathway,map00770
3321,ZMO1_ZMO1141,KEGG_pathway,map01100
3322,ZMO1_ZMO1141,KEGG_pathway,map01110
3323,ZMO1_ZMO1141,KEGG_pathway,map01130
3324,ZMO1_ZMO1141,KEGG_pathway,map01210
3325,ZMO1_ZMO1141,KEGG_pathway,map01230
3327,ZMO1_ZMO1142,KEGG_pathway,map00450
3328,ZMO1_ZMO1143,KEGG_pathway,-
3329,ZMO1_ZMO1144,KEGG_pathway,-
3331,ZMO1_ZMO1145,KEGG_pathway,map03010
3336,ZMO1_ZMO1146,KEGG_pathway,map00061
3337,ZMO1_ZMO1146,KEGG_pathway,map00780
3338,ZMO1_ZMO1146,KEGG_pathway,map01100
3339,ZMO1_ZMO1146,KEGG_pathway,map01212
3340,ZMO1_ZMO1147,KEGG_pathway,-
3341,ZMO1_ZMO1148,KEGG_pathway,-
3344,ZMO1_ZMO1149,KEGG_pathway,map02024
3345,ZMO1_ZMO1149,KEGG_pathway,map04112
3350,ZMO1_ZMO1150,KEGG_pathway,map00900
3351,ZMO1_ZMO1150,KEGG_pathway,map01100
3352,ZMO1_ZMO1150,KEGG_pathway,map01110
3353,ZMO1_ZMO1150,KEGG_pathway,map01130
3358,ZMO1_ZMO1151,KEGG_pathway,map00564
3359,ZMO1_ZMO1151,KEGG_pathway,map01100
3360,ZMO1_ZMO1151,KEGG_pathway,map01110
3361,ZMO1_ZMO1151,KEGG_pathway,map04070
3364,ZMO1_ZMO1152,KEGG_pathway,map00900
3365,ZMO1_ZMO1152,KEGG_pathway,map01110
3366,ZMO1_ZMO1153,KEGG_pathway,-
3369,ZMO1_ZMO1154,KEGG_pathway,map00240
3370,ZMO1_ZMO1154,KEGG_pathway,map01100
3371,ZMO1_ZMO1155,KEGG_pathway,-
3373,ZMO1_ZMO1156,KEGG_pathway,map03010
3376,ZMO1_ZMO1158,KEGG_pathway,map00250
3377,ZMO1_ZMO1158,KEGG_pathway,map01054
3382,ZMO1_ZMO1159,KEGG_pathway,map00260
3383,ZMO1_ZMO1159,KEGG_pathway,map00564
3384,ZMO1_ZMO1159,KEGG_pathway,map01100
3385,ZMO1_ZMO1159,KEGG_pathway,map01110
3389,ZMO1_ZMO1160,KEGG_pathway,map00564
3390,ZMO1_ZMO1160,KEGG_pathway,map01100
3391,ZMO1_ZMO1160,KEGG_pathway,map01110
3393,ZMO1_ZMO1162,KEGG_pathway,map02020
3394,ZMO1_ZMO1163,KEGG_pathway,-
3396,ZMO1_ZMO1164,KEGG_pathway,map02020
3397,ZMO1_ZMO1165,KEGG_pathway,-
3399,ZMO1_ZMO1166,KEGG_pathway,map03440
3400,ZMO1_ZMO1167,KEGG_pathway,-
3403,ZMO1_ZMO1169,KEGG_pathway,map00520
3404,ZMO1_ZMO1169,KEGG_pathway,map01100
3405,ZMO1_ZMO1170,KEGG_pathway,-
3410,ZMO1_ZMO1171,KEGG_pathway,map00520
3411,ZMO1_ZMO1171,KEGG_pathway,map00531
3412,ZMO1_ZMO1171,KEGG_pathway,map01100
3413,ZMO1_ZMO1171,KEGG_pathway,map01501
3416,ZMO1_ZMO1172,KEGG_pathway,map00330
3417,ZMO1_ZMO1172,KEGG_pathway,map01100
3418,ZMO1_ZMO1173,KEGG_pathway,-
3419,ZMO1_ZMO1174,KEGG_pathway,-
3420,ZMO1_ZMO1176,KEGG_pathway,-
3421,ZMO1_ZMO1177,KEGG_pathway,-
3426,ZMO1_ZMO1178,KEGG_pathway,map00340
3427,ZMO1_ZMO1178,KEGG_pathway,map01100
3428,ZMO1_ZMO1178,KEGG_pathway,map01110
3429,ZMO1_ZMO1178,KEGG_pathway,map01230
3430,ZMO1_ZMO1179,KEGG_pathway,-
3431,ZMO1_ZMO1180,KEGG_pathway,-
3434,ZMO1_ZMO1181,KEGG_pathway,map00340
3435,ZMO1_ZMO1181,KEGG_pathway,map00630
3440,ZMO1_ZMO1182,KEGG_pathway,map00900
3441,ZMO1_ZMO1182,KEGG_pathway,map01100
3442,ZMO1_ZMO1182,KEGG_pathway,map01110
3443,ZMO1_ZMO1182,KEGG_pathway,map01130
3444,ZMO1_ZMO1183,KEGG_pathway,-
3445,ZMO1_ZMO1184,KEGG_pathway,-
3447,ZMO1_ZMO1185,KEGG_pathway,map03410
3448,ZMO1_ZMO1186,KEGG_pathway,-
3450,ZMO1_ZMO1187,KEGG_pathway,map03410
3454,ZMO1_ZMO1188,KEGG_pathway,map00130
3455,ZMO1_ZMO1188,KEGG_pathway,map01100
3456,ZMO1_ZMO1188,KEGG_pathway,map01110
3457,ZMO1_ZMO1189,KEGG_pathway,-
3460,ZMO1_ZMO1190,KEGG_pathway,map00770
3461,ZMO1_ZMO1190,KEGG_pathway,map01100
3465,ZMO1_ZMO1191,KEGG_pathway,map00240
3466,ZMO1_ZMO1191,KEGG_pathway,map00983
3467,ZMO1_ZMO1191,KEGG_pathway,map01100
3469,ZMO1_ZMO1192,KEGG_pathway,map04122
3470,ZMO1_ZMO1193,KEGG_pathway,-
3471,ZMO1_ZMO1194,KEGG_pathway,-
3476,ZMO1_ZMO1195,KEGG_pathway,map00561
3477,ZMO1_ZMO1195,KEGG_pathway,map00564
3478,ZMO1_ZMO1195,KEGG_pathway,map01100
3479,ZMO1_ZMO1195,KEGG_pathway,map01110
3480,ZMO1_ZMO1196,KEGG_pathway,-
3483,ZMO1_ZMO1197,KEGG_pathway,map00471
3484,ZMO1_ZMO1197,KEGG_pathway,map01100
3489,ZMO1_ZMO1198,KEGG_pathway,map00260
3490,ZMO1_ZMO1198,KEGG_pathway,map00860
3491,ZMO1_ZMO1198,KEGG_pathway,map01100
3492,ZMO1_ZMO1198,KEGG_pathway,map01110
3502,ZMO1_ZMO1200,KEGG_pathway,map00030
3503,ZMO1_ZMO1200,KEGG_pathway,map00051
3504,ZMO1_ZMO1200,KEGG_pathway,map00710
3505,ZMO1_ZMO1200,KEGG_pathway,map01100
3506,ZMO1_ZMO1200,KEGG_pathway,map01110
3507,ZMO1_ZMO1200,KEGG_pathway,map01120
3508,ZMO1_ZMO1200,KEGG_pathway,map01130
3509,ZMO1_ZMO1200,KEGG_pathway,map01200
3510,ZMO1_ZMO1200,KEGG_pathway,map01230
3523,ZMO1_ZMO1201,KEGG_pathway,map00260
3524,ZMO1_ZMO1201,KEGG_pathway,map00460
3525,ZMO1_ZMO1201,KEGG_pathway,map00630
3526,ZMO1_ZMO1201,KEGG_pathway,map00670
3527,ZMO1_ZMO1201,KEGG_pathway,map00680
3528,ZMO1_ZMO1201,KEGG_pathway,map01100
3529,ZMO1_ZMO1201,KEGG_pathway,map01110
3530,ZMO1_ZMO1201,KEGG_pathway,map01120
3531,ZMO1_ZMO1201,KEGG_pathway,map01130
3532,ZMO1_ZMO1201,KEGG_pathway,map01200
3533,ZMO1_ZMO1201,KEGG_pathway,map01230
3534,ZMO1_ZMO1201,KEGG_pathway,map01523
3535,ZMO1_ZMO1202,KEGG_pathway,-
3536,ZMO1_ZMO1203,KEGG_pathway,-
3537,ZMO1_ZMO1206,KEGG_pathway,-
3544,ZMO1_ZMO1207,KEGG_pathway,map00380
3545,ZMO1_ZMO1207,KEGG_pathway,map00460
3546,ZMO1_ZMO1207,KEGG_pathway,map00627
3547,ZMO1_ZMO1207,KEGG_pathway,map00643
3548,ZMO1_ZMO1207,KEGG_pathway,map00910
3549,ZMO1_ZMO1207,KEGG_pathway,map01120
3550,ZMO1_ZMO1209,KEGG_pathway,-
3553,ZMO1_ZMO1211,KEGG_pathway,map00480
3554,ZMO1_ZMO1211,KEGG_pathway,map04918
3564,ZMO1_ZMO1212,KEGG_pathway,map00010
3565,ZMO1_ZMO1212,KEGG_pathway,map00030
3566,ZMO1_ZMO1212,KEGG_pathway,map00500
3567,ZMO1_ZMO1212,KEGG_pathway,map00520
3568,ZMO1_ZMO1212,KEGG_pathway,map01100
3569,ZMO1_ZMO1212,KEGG_pathway,map01110
3570,ZMO1_ZMO1212,KEGG_pathway,map01120
3571,ZMO1_ZMO1212,KEGG_pathway,map01130
3572,ZMO1_ZMO1212,KEGG_pathway,map01200
3573,ZMO1_ZMO1213,KEGG_pathway,-
3574,ZMO1_ZMO1214,KEGG_pathway,-
3575,ZMO1_ZMO1215,KEGG_pathway,-
3576,ZMO1_ZMO1216,KEGG_pathway,-
3577,ZMO1_ZMO2011,KEGG_pathway,-
3580,ZMO1_ZMO1218,KEGG_pathway,map03060
3581,ZMO1_ZMO1218,KEGG_pathway,map03070
3584,ZMO1_ZMO1219,KEGG_pathway,map03060
3585,ZMO1_ZMO1219,KEGG_pathway,map03070
3588,ZMO1_ZMO1220,KEGG_pathway,map03060
3589,ZMO1_ZMO1220,KEGG_pathway,map03070
3590,ZMO1_ZMO1221,KEGG_pathway,-
3598,ZMO1_ZMO1222,KEGG_pathway,map00061
3599,ZMO1_ZMO1222,KEGG_pathway,map00333
3600,ZMO1_ZMO1222,KEGG_pathway,map00780
3601,ZMO1_ZMO1222,KEGG_pathway,map01040
3602,ZMO1_ZMO1222,KEGG_pathway,map01100
3603,ZMO1_ZMO1222,KEGG_pathway,map01130
3604,ZMO1_ZMO1222,KEGG_pathway,map01212
3610,ZMO1_ZMO1223,KEGG_pathway,map00061
3611,ZMO1_ZMO1223,KEGG_pathway,map00333
3612,ZMO1_ZMO1223,KEGG_pathway,map01100
3613,ZMO1_ZMO1223,KEGG_pathway,map01130
3614,ZMO1_ZMO1223,KEGG_pathway,map01212
3616,ZMO1_ZMO1225,KEGG_pathway,map03010
3618,ZMO1_ZMO1226,KEGG_pathway,map03010
3620,ZMO1_ZMO1227,KEGG_pathway,map03010
3621,ZMO1_ZMO1228,KEGG_pathway,-
3624,ZMO1_ZMO1229,KEGG_pathway,map00790
3625,ZMO1_ZMO1229,KEGG_pathway,map01100
3629,ZMO1_ZMO1231,KEGG_pathway,map03410
3630,ZMO1_ZMO1231,KEGG_pathway,map03430
3631,ZMO1_ZMO1231,KEGG_pathway,map03440
3632,ZMO1_ZMO1232,KEGG_pathway,-
3639,ZMO1_ZMO1233,KEGG_pathway,map00051
3640,ZMO1_ZMO1233,KEGG_pathway,map00520
3641,ZMO1_ZMO1233,KEGG_pathway,map01100
3642,ZMO1_ZMO1233,KEGG_pathway,map01110
3643,ZMO1_ZMO1233,KEGG_pathway,map01130
3644,ZMO1_ZMO1233,KEGG_pathway,map02025
3650,ZMO1_ZMO1234,KEGG_pathway,map00730
3651,ZMO1_ZMO1234,KEGG_pathway,map00900
3652,ZMO1_ZMO1234,KEGG_pathway,map01100
3653,ZMO1_ZMO1234,KEGG_pathway,map01110
3654,ZMO1_ZMO1234,KEGG_pathway,map01130
3656,ZMO1_ZMO1235,KEGG_pathway,map02024
3670,ZMO1_ZMO1236,KEGG_pathway,map00010
3671,ZMO1_ZMO1236,KEGG_pathway,map00071
3672,ZMO1_ZMO1236,KEGG_pathway,map00350
3673,ZMO1_ZMO1236,KEGG_pathway,map00625
3674,ZMO1_ZMO1236,KEGG_pathway,map00626
3675,ZMO1_ZMO1236,KEGG_pathway,map00830
3676,ZMO1_ZMO1236,KEGG_pathway,map00980
3677,ZMO1_ZMO1236,KEGG_pathway,map00982
3678,ZMO1_ZMO1236,KEGG_pathway,map01100
3679,ZMO1_ZMO1236,KEGG_pathway,map01110
3680,ZMO1_ZMO1236,KEGG_pathway,map01120
3681,ZMO1_ZMO1236,KEGG_pathway,map01130
3682,ZMO1_ZMO1236,KEGG_pathway,map01220
3685,ZMO1_ZMO1237,KEGG_pathway,map00620
3686,ZMO1_ZMO1237,KEGG_pathway,map01120
3698,ZMO1_ZMO1240,KEGG_pathway,map00010
3699,ZMO1_ZMO1240,KEGG_pathway,map00260
3700,ZMO1_ZMO1240,KEGG_pathway,map00680
3701,ZMO1_ZMO1240,KEGG_pathway,map01100
3702,ZMO1_ZMO1240,KEGG_pathway,map01110
3703,ZMO1_ZMO1240,KEGG_pathway,map01120
3704,ZMO1_ZMO1240,KEGG_pathway,map01130
3705,ZMO1_ZMO1240,KEGG_pathway,map01200
3706,ZMO1_ZMO1240,KEGG_pathway,map01230
3707,ZMO1_ZMO1240,KEGG_pathway,map04922
3708,ZMO1_ZMO1240,KEGG_pathway,map05230
3709,ZMO1_ZMO1242,KEGG_pathway,-
3710,ZMO1_ZMO1243,KEGG_pathway,-
3712,ZMO1_ZMO1246,KEGG_pathway,map03010
3713,ZMO1_ZMO1251,KEGG_pathway,-
3714,ZMO1_ZMO1252,KEGG_pathway,-
3715,ZMO1_ZMO1253,KEGG_pathway,-
3716,ZMO1_ZMO1254,KEGG_pathway,-
3717,ZMO1_ZMO1255,KEGG_pathway,-
3718,ZMO1_ZMO1256,KEGG_pathway,-
3720,ZMO1_ZMO1258,KEGG_pathway,map02010
3721,ZMO1_ZMO1260,KEGG_pathway,-
3724,ZMO1_ZMO1261,KEGG_pathway,map00920
3725,ZMO1_ZMO1261,KEGG_pathway,map02010
3728,ZMO1_ZMO1262,KEGG_pathway,map00920
3729,ZMO1_ZMO1262,KEGG_pathway,map02010
3732,ZMO1_ZMO1263,KEGG_pathway,map00920
3733,ZMO1_ZMO1263,KEGG_pathway,map02010
3739,ZMO1_ZMO1264,KEGG_pathway,map00040
3740,ZMO1_ZMO1264,KEGG_pathway,map00052
3741,ZMO1_ZMO1264,KEGG_pathway,map00627
3742,ZMO1_ZMO1264,KEGG_pathway,map01100
3743,ZMO1_ZMO1264,KEGG_pathway,map01120
3744,ZMO1_ZMO1265,KEGG_pathway,-
3748,ZMO1_ZMO1267,KEGG_pathway,map00230
3749,ZMO1_ZMO1267,KEGG_pathway,map00983
3750,ZMO1_ZMO1267,KEGG_pathway,map01100
3751,ZMO1_ZMO1268,KEGG_pathway,-
3752,ZMO1_ZMO2012,KEGG_pathway,-
3756,ZMO1_ZMO1270,KEGG_pathway,map00260
3757,ZMO1_ZMO1270,KEGG_pathway,map00780
3758,ZMO1_ZMO1270,KEGG_pathway,map01100
3763,ZMO1_ZMO1271,KEGG_pathway,map00860
3764,ZMO1_ZMO1271,KEGG_pathway,map01100
3765,ZMO1_ZMO1271,KEGG_pathway,map01110
3766,ZMO1_ZMO1271,KEGG_pathway,map01120
3769,ZMO1_ZMO1272,KEGG_pathway,map00330
3770,ZMO1_ZMO1272,KEGG_pathway,map01100
3771,ZMO1_ZMO1273,KEGG_pathway,-
3779,ZMO1_ZMO1275,KEGG_pathway,map00260
3780,ZMO1_ZMO1275,KEGG_pathway,map00290
3781,ZMO1_ZMO1275,KEGG_pathway,map01100
3782,ZMO1_ZMO1275,KEGG_pathway,map01110
3783,ZMO1_ZMO1275,KEGG_pathway,map01130
3784,ZMO1_ZMO1275,KEGG_pathway,map01200
3785,ZMO1_ZMO1275,KEGG_pathway,map01230
3786,ZMO1_ZMO1277,KEGG_pathway,-
3791,ZMO1_ZMO1278,KEGG_pathway,map00061
3792,ZMO1_ZMO1278,KEGG_pathway,map00780
3793,ZMO1_ZMO1278,KEGG_pathway,map01100
3794,ZMO1_ZMO1278,KEGG_pathway,map01212
3795,ZMO1_ZMO1279,KEGG_pathway,-
3796,ZMO1_ZMO1283,KEGG_pathway,-
3798,ZMO1_ZMO1284,KEGG_pathway,map00051
3803,ZMO1_ZMO1285,KEGG_pathway,map00030
3804,ZMO1_ZMO1285,KEGG_pathway,map01100
3805,ZMO1_ZMO1285,KEGG_pathway,map01110
3806,ZMO1_ZMO1285,KEGG_pathway,map01130
3808,ZMO1_ZMO1286,KEGG_pathway,map00051
3811,ZMO1_ZMO1287,KEGG_pathway,map00500
3812,ZMO1_ZMO1287,KEGG_pathway,map01100
3813,ZMO1_ZMO1288,KEGG_pathway,-
3814,ZMO1_ZMO1289,KEGG_pathway,-
3815,ZMO1_ZMO1291,KEGG_pathway,-
3818,ZMO1_ZMO1294,KEGG_pathway,map00520
3819,ZMO1_ZMO1294,KEGG_pathway,map01100
3822,ZMO1_ZMO1295,KEGG_pathway,map00790
3823,ZMO1_ZMO1295,KEGG_pathway,map01100
3824,ZMO1_ZMO2014,KEGG_pathway,-
3825,ZMO1_ZMO2015,KEGG_pathway,-
3826,ZMO1_ZMO1298,KEGG_pathway,-
3827,ZMO1_ZMO2017,KEGG_pathway,-
3828,ZMO1_ZMO1299,KEGG_pathway,-
3829,ZMO1_ZMO1300,KEGG_pathway,-
